filename,date,strain,plasmid,backbone,iptg_concentration
Huseyin2019-09-27.0044.fcs,2019-09-27,CC118λPir,AmeR-F1,pSeva221,100
Huseyin2019-09-27.0045.fcs,2019-09-27,CC118λPir,AmeR-F1,pSeva221,200
Huseyin2019-09-27.0046.fcs,2019-09-27,CC118λPir,AmeR-F1,pSeva221,500
Huseyin2019-09-27.0047.fcs,2019-09-27,CC118λPir,AmeR-F1,pSeva221,1000
Huseyin2019-09-27.0048.fcs,2019-09-27,CC118λPir,AmeR-F1,pSeva221,2000
Huseyin2019-09-27.0049.fcs,2019-09-27,CC118λPir,AmtR-A1,pSeva221,0
Huseyin2019-09-27.0050.fcs,2019-09-27,CC118λPir,AmtR-A1,pSeva221,5
Huseyin2019-09-27.0051.fcs,2019-09-27,CC118λPir,AmtR-A1,pSeva221,10
Huseyin2019-09-27.0052.fcs,2019-09-27,CC118λPir,AmtR-A1,pSeva221,20
Huseyin2019-09-27.0053.fcs,2019-09-27,CC118λPir,AmtR-A1,pSeva221,30
Huseyin2019-09-27.0054.fcs,2019-09-27,CC118λPir,AmtR-A1,pSeva221,40
Huseyin2019-09-27.0055.fcs,2019-09-27,CC118λPir,AmtR-A1,pSeva221,70
Huseyin2019-09-27.0056.fcs,2019-09-27,CC118λPir,AmtR-A1,pSeva221,100
Huseyin2019-09-27.0057.fcs,2019-09-27,CC118λPir,AmtR-A1,pSeva221,200
Huseyin2019-09-27.0058.fcs,2019-09-27,CC118λPir,AmtR-A1,pSeva221,500
Huseyin2019-09-27.0059.fcs,2019-09-27,CC118λPir,AmtR-A1,pSeva221,1000
Huseyin2019-09-27.0060.fcs,2019-09-27,CC118λPir,AmtR-A1,pSeva221,2000
Huseyin2019-09-27.0061.fcs,2019-09-27,CC118λPir,BetI-E1,pSeva221,0
Huseyin2019-09-27.0062.fcs,2019-09-27,CC118λPir,BetI-E1,pSeva221,5
Huseyin2019-09-27.0063.fcs,2019-09-27,CC118λPir,BetI-E1,pSeva221,10
Huseyin2019-09-27.0064.fcs,2019-09-27,CC118λPir,BetI-E1,pSeva221,20
Huseyin2019-09-27.0065.fcs,2019-09-27,CC118λPir,BetI-E1,pSeva221,30
Huseyin2019-09-27.0066.fcs,2019-09-27,CC118λPir,BetI-E1,pSeva221,40
Huseyin2019-09-27.0067.fcs,2019-09-27,CC118λPir,BetI-E1,pSeva221,70
Huseyin2019-09-27.0068.fcs,2019-09-27,CC118λPir,BetI-E1,pSeva221,100
Huseyin2019-09-27.0069.fcs,2019-09-27,CC118λPir,BetI-E1,pSeva221,200
Huseyin2019-09-27.0070.fcs,2019-09-27,CC118λPir,BetI-E1,pSeva221,500
Huseyin2019-09-27.0071.fcs,2019-09-27,CC118λPir,BetI-E1,pSeva221,1000
Huseyin2019-09-27.0072.fcs,2019-09-27,CC118λPir,BetI-E1,pSeva221,2000
Huseyin2019-09-27.0073.fcs,2019-09-27,CC118λPir,BM3R1-B1,pSeva221,0
Huseyin2019-09-27.0074.fcs,2019-09-27,CC118λPir,BM3R1-B1,pSeva221,5
Huseyin2019-09-27.0075.fcs,2019-09-27,CC118λPir,BM3R1-B1,pSeva221,10
Huseyin2019-09-27.0076.fcs,2019-09-27,CC118λPir,BM3R1-B1,pSeva221,20
Huseyin2019-09-27.0077.fcs,2019-09-27,CC118λPir,BM3R1-B1,pSeva221,30
Huseyin2019-09-27.0078.fcs,2019-09-27,CC118λPir,BM3R1-B1,pSeva221,40
Huseyin2019-09-27.0079.fcs,2019-09-27,CC118λPir,BM3R1-B1,pSeva221,70
Huseyin2019-09-27.0080.fcs,2019-09-27,CC118λPir,BM3R1-B1,pSeva221,100
Huseyin2019-09-27.0081.fcs,2019-09-27,CC118λPir,BM3R1-B1,pSeva221,200
Huseyin2019-09-27.0082.fcs,2019-09-27,CC118λPir,BM3R1-B1,pSeva221,500
Huseyin2019-09-27.0083.fcs,2019-09-27,CC118λPir,BM3R1-B1,pSeva221,1000
Huseyin2019-09-27.0084.fcs,2019-09-27,CC118λPir,BM3R1-B1,pSeva221,2000
Huseyin2019-09-27.0085.fcs,2019-09-27,CC118λPir,BM3R1-B2,pSeva221,0
Huseyin2019-09-27.0086.fcs,2019-09-27,CC118λPir,BM3R1-B2,pSeva221,5
Huseyin2019-09-27.0087.fcs,2019-09-27,CC118λPir,BM3R1-B2,pSeva221,10
Huseyin2019-09-27.0088.fcs,2019-09-27,CC118λPir,BM3R1-B2,pSeva221,20
Huseyin2019-09-27.0089.fcs,2019-09-27,CC118λPir,BM3R1-B2,pSeva221,30
Huseyin2019-09-27.0090.fcs,2019-09-27,CC118λPir,BM3R1-B2,pSeva221,40
Huseyin2019-09-27.0091.fcs,2019-09-27,CC118λPir,BM3R1-B2,pSeva221,70
Huseyin2019-09-27.0092.fcs,2019-09-27,CC118λPir,BM3R1-B2,pSeva221,100
Huseyin2019-09-27.0093.fcs,2019-09-27,CC118λPir,BM3R1-B2,pSeva221,200
Huseyin2019-09-27.0094.fcs,2019-09-27,CC118λPir,BM3R1-B2,pSeva221,500
Huseyin2019-09-27.0095.fcs,2019-09-27,CC118λPir,BM3R1-B2,pSeva221,1000
Huseyin2019-09-27.0096.fcs,2019-09-27,CC118λPir,BM3R1-B2,pSeva221,2000
Huseyin2019-09-27.0101.fcs,2019-09-27,CC118λPir,BM3R1-B3,pSeva221,0
Huseyin2019-09-27.0102.fcs,2019-09-27,CC118λPir,BM3R1-B3,pSeva221,5
Huseyin2019-09-27.0103.fcs,2019-09-27,CC118λPir,BM3R1-B3,pSeva221,10
Huseyin2019-09-27.0104.fcs,2019-09-27,CC118λPir,BM3R1-B3,pSeva221,20
Huseyin2019-09-27.0105.fcs,2019-09-27,CC118λPir,BM3R1-B3,pSeva221,30
Huseyin2019-09-27.0106.fcs,2019-09-27,CC118λPir,BM3R1-B3,pSeva221,40
Huseyin2019-09-27.0107.fcs,2019-09-27,CC118λPir,BM3R1-B3,pSeva221,70
Huseyin2019-09-27.0108.fcs,2019-09-27,CC118λPir,BM3R1-B3,pSeva221,100
Huseyin2019-09-27.0109.fcs,2019-09-27,CC118λPir,BM3R1-B3,pSeva221,200
Huseyin2019-09-27.0110.fcs,2019-09-27,CC118λPir,BM3R1-B3,pSeva221,500
Huseyin2019-09-27.0111.fcs,2019-09-27,CC118λPir,BM3R1-B3,pSeva221,1000
Huseyin2019-09-27.0112.fcs,2019-09-27,CC118λPir,BM3R1-B3,pSeva221,2000
Huseyin2019-09-27.0113.fcs,2019-09-27,CC118λPir,HIyIIR-H1,pSeva221,0
Huseyin2019-09-27.0114.fcs,2019-09-27,CC118λPir,HIyIIR-H1,pSeva221,5
Huseyin2019-09-27.0115.fcs,2019-09-27,CC118λPir,HIyIIR-H1,pSeva221,10
Huseyin2019-09-27.0116.fcs,2019-09-27,CC118λPir,HIyIIR-H1,pSeva221,20
Huseyin2019-09-27.0117.fcs,2019-09-27,CC118λPir,HIyIIR-H1,pSeva221,30
Huseyin2019-09-27.0118.fcs,2019-09-27,CC118λPir,HIyIIR-H1,pSeva221,40
Huseyin2019-09-27.0119.fcs,2019-09-27,CC118λPir,HIyIIR-H1,pSeva221,70
Huseyin2019-09-27.0120.fcs,2019-09-27,CC118λPir,HIyIIR-H1,pSeva221,100
Huseyin2019-09-27.0121.fcs,2019-09-27,CC118λPir,HIyIIR-H1,pSeva221,200
Huseyin2019-09-27.0122.fcs,2019-09-27,CC118λPir,HIyIIR-H1,pSeva221,500
Huseyin2019-09-27.0123.fcs,2019-09-27,CC118λPir,HIyIIR-H1,pSeva221,1000
Huseyin2019-09-27.0124.fcs,2019-09-27,CC118λPir,HIyIIR-H1,pSeva221,2000
Huseyin2019-09-27.0125.fcs,2019-09-27,CC118λPir,lcaRA-I1,pSeva221,0
Huseyin2019-09-27.0126.fcs,2019-09-27,CC118λPir,lcaRA-I1,pSeva221,5
Huseyin2019-09-27.0127.fcs,2019-09-27,CC118λPir,lcaRA-I1,pSeva221,10
Huseyin2019-09-27.0128.fcs,2019-09-27,CC118λPir,lcaRA-I1,pSeva221,20
Huseyin2019-09-27.0129.fcs,2019-09-27,CC118λPir,lcaRA-I1,pSeva221,30
Huseyin2019-09-27.0130.fcs,2019-09-27,CC118λPir,lcaRA-I1,pSeva221,40
Huseyin2019-09-27.0131.fcs,2019-09-27,CC118λPir,lcaRA-I1,pSeva221,70
Huseyin2019-09-27.0132.fcs,2019-09-27,CC118λPir,lcaRA-I1,pSeva221,100
Huseyin2019-09-27.0133.fcs,2019-09-27,CC118λPir,lcaRA-I1,pSeva221,200
Huseyin2019-09-27.0134.fcs,2019-09-27,CC118λPir,lcaRA-I1,pSeva221,500
Huseyin2019-09-27.0135.fcs,2019-09-27,CC118λPir,lcaRA-I1,pSeva221,1000
Huseyin2019-09-27.0136.fcs,2019-09-27,CC118λPir,lcaRA-I1,pSeva221,2000
Huseyin2019-09-27.0137.fcs,2019-09-27,CC118λPir,LitR-L1,pSeva221,0
Huseyin2019-09-27.0138.fcs,2019-09-27,CC118λPir,LitR-L1,pSeva221,5
Huseyin2019-09-27.0139.fcs,2019-09-27,CC118λPir,LitR-L1,pSeva221,10
Huseyin2019-09-27.0140.fcs,2019-09-27,CC118λPir,LitR-L1,pSeva221,20
Huseyin2019-09-27.0141.fcs,2019-09-27,CC118λPir,LitR-L1,pSeva221,30
Huseyin2019-09-27.0142.fcs,2019-09-27,CC118λPir,LitR-L1,pSeva221,40
Huseyin2019-09-27.0143.fcs,2019-09-27,CC118λPir,LitR-L1,pSeva221,70
Huseyin2019-09-27.0144.fcs,2019-09-27,CC118λPir,LitR-L1,pSeva221,100
Huseyin2019-09-27.0145.fcs,2019-09-27,CC118λPir,LitR-L1,pSeva221,200
Huseyin2019-09-27.0146.fcs,2019-09-27,CC118λPir,LitR-L1,pSeva221,500
Huseyin2019-09-27.0147.fcs,2019-09-27,CC118λPir,LitR-L1,pSeva221,1000
Huseyin2019-09-27.0148.fcs,2019-09-27,CC118λPir,LitR-L1,pSeva221,2000
Huseyin2019-09-27.0149.fcs,2019-09-27,CC118λPir,LmrA-N1,pSeva221,0
Huseyin2019-09-27.0150.fcs,2019-09-27,CC118λPir,LmrA-N1,pSeva221,5
Huseyin2019-09-27.0151.fcs,2019-09-27,CC118λPir,LmrA-N1,pSeva221,10
Huseyin2019-09-27.0152.fcs,2019-09-27,CC118λPir,LmrA-N1,pSeva221,20
Huseyin2019-09-27.0153.fcs,2019-09-27,CC118λPir,LmrA-N1,pSeva221,30
Huseyin2019-09-27.0154.fcs,2019-09-27,CC118λPir,LmrA-N1,pSeva221,40
Huseyin2019-09-27.0155.fcs,2019-09-27,CC118λPir,LmrA-N1,pSeva221,70
Huseyin2019-09-27.0156.fcs,2019-09-27,CC118λPir,LmrA-N1,pSeva221,100
Huseyin2019-09-27.0157.fcs,2019-09-27,CC118λPir,LmrA-N1,pSeva221,200
Huseyin2019-09-27.0158.fcs,2019-09-27,CC118λPir,LmrA-N1,pSeva221,500
Huseyin2019-09-27.0159.fcs,2019-09-27,CC118λPir,LmrA-N1,pSeva221,1000
Huseyin2019-09-27.0160.fcs,2019-09-27,CC118λPir,LmrA-N1,pSeva221,2000
Huseyin2019-09-27.0161.fcs,2019-09-27,CC118λPir,PhIF-P1,pSeva221,0
Huseyin2019-09-27.0162.fcs,2019-09-27,CC118λPir,PhIF-P1,pSeva221,5
Huseyin2019-09-27.0163.fcs,2019-09-27,CC118λPir,PhIF-P1,pSeva221,10
Huseyin2019-09-27.0164.fcs,2019-09-27,CC118λPir,PhIF-P1,pSeva221,20
Huseyin2019-09-27.0165.fcs,2019-09-27,CC118λPir,PhIF-P1,pSeva221,30
Huseyin2019-09-27.0166.fcs,2019-09-27,CC118λPir,PhIF-P1,pSeva221,40
Huseyin2019-09-27.0167.fcs,2019-09-27,CC118λPir,PhIF-P1,pSeva221,70
Huseyin2019-09-27.0168.fcs,2019-09-27,CC118λPir,PhIF-P1,pSeva221,100
Huseyin2019-09-27.0169.fcs,2019-09-27,CC118λPir,PhIF-P1,pSeva221,200
Huseyin2019-09-27.0170.fcs,2019-09-27,CC118λPir,PhIF-P1,pSeva221,500
Huseyin2019-09-27.0171.fcs,2019-09-27,CC118λPir,PhIF-P1,pSeva221,1000
Huseyin2019-09-27.0172.fcs,2019-09-27,CC118λPir,PhIF-P1,pSeva221,2000
Huseyin2019-09-27.0173.fcs,2019-09-27,CC118λPir,PhIF-P2,pSeva221,0
Huseyin2019-09-27.0174.fcs,2019-09-27,CC118λPir,PhIF-P2,pSeva221,5
Huseyin2019-09-27.0175.fcs,2019-09-27,CC118λPir,PhIF-P2,pSeva221,10
Huseyin2019-09-27.0176.fcs,2019-09-27,CC118λPir,PhIF-P2,pSeva221,20
Huseyin2019-09-27.0177.fcs,2019-09-27,CC118λPir,PhIF-P2,pSeva221,30
Huseyin2019-09-27.0178.fcs,2019-09-27,CC118λPir,PhIF-P2,pSeva221,40
Huseyin2019-09-27.0179.fcs,2019-09-27,CC118λPir,PhIF-P2,pSeva221,70
Huseyin2019-09-27.0180.fcs,2019-09-27,CC118λPir,PhIF-P2,pSeva221,100
Huseyin2019-09-27.0181.fcs,2019-09-27,CC118λPir,PhIF-P2,pSeva221,200
Huseyin2019-09-27.0182.fcs,2019-09-27,CC118λPir,PhIF-P2,pSeva221,500
Huseyin2019-09-27.0183.fcs,2019-09-27,CC118λPir,PhIF-P2,pSeva221,1000
Huseyin2019-09-27.0184.fcs,2019-09-27,CC118λPir,PhIF-P2,pSeva221,2000
Huseyin2019-09-27.0185.fcs,2019-09-27,CC118λPir,PhIF-P3,pSeva221,0
Huseyin2019-09-27.0186.fcs,2019-09-27,CC118λPir,PhIF-P3,pSeva221,5
Huseyin2019-09-27.0187.fcs,2019-09-27,CC118λPir,PhIF-P3,pSeva221,10
Huseyin2019-09-27.0188.fcs,2019-09-27,CC118λPir,PhIF-P3,pSeva221,20
Huseyin2019-09-27.0189.fcs,2019-09-27,CC118λPir,PhIF-P3,pSeva221,30
Huseyin2019-09-27.0190.fcs,2019-09-27,CC118λPir,PhIF-P3,pSeva221,40
Huseyin2019-09-27.0191.fcs,2019-09-27,CC118λPir,PhIF-P3,pSeva221,70
Huseyin2019-09-27.0192.fcs,2019-09-27,CC118λPir,PhIF-P3,pSeva221,100
Huseyin2019-09-27.0193.fcs,2019-09-27,CC118λPir,PhIF-P3,pSeva221,200
Huseyin2019-09-27.0194.fcs,2019-09-27,CC118λPir,PhIF-P3,pSeva221,500
Huseyin2019-09-27.0195.fcs,2019-09-27,CC118λPir,PhIF-P3,pSeva221,1000
Huseyin2019-09-27.0196.fcs,2019-09-27,CC118λPir,PhIF-P3,pSeva221,2000
Huseyin2019-09-27.0201.fcs,2019-09-27,CC118λPir,PsrA-R1,pSeva221,0
Huseyin2019-09-27.0202.fcs,2019-09-27,CC118λPir,PsrA-R1,pSeva221,5
Huseyin2019-09-27.0203.fcs,2019-09-27,CC118λPir,PsrA-R1,pSeva221,10
Huseyin2019-09-27.0204.fcs,2019-09-27,CC118λPir,PsrA-R1,pSeva221,20
Huseyin2019-09-27.0205.fcs,2019-09-27,CC118λPir,PsrA-R1,pSeva221,30
Huseyin2019-09-27.0206.fcs,2019-09-27,CC118λPir,PsrA-R1,pSeva221,40
Huseyin2019-09-27.0207.fcs,2019-09-27,CC118λPir,PsrA-R1,pSeva221,70
Huseyin2019-09-27.0208.fcs,2019-09-27,CC118λPir,PsrA-R1,pSeva221,100
Huseyin2019-09-27.0209.fcs,2019-09-27,CC118λPir,PsrA-R1,pSeva221,200
Huseyin2019-09-27.0210.fcs,2019-09-27,CC118λPir,PsrA-R1,pSeva221,500
Huseyin2019-09-27.0211.fcs,2019-09-27,CC118λPir,PsrA-R1,pSeva221,1000
Huseyin2019-09-27.0212.fcs,2019-09-27,CC118λPir,PsrA-R1,pSeva221,2000
Huseyin2019-09-27.0213.fcs,2019-09-27,CC118λPir,QacR-Q1,pSeva221,0
Huseyin2019-09-27.0214.fcs,2019-09-27,CC118λPir,QacR-Q1,pSeva221,5
Huseyin2019-09-27.0215.fcs,2019-09-27,CC118λPir,QacR-Q1,pSeva221,10
Huseyin2019-09-27.0216.fcs,2019-09-27,CC118λPir,QacR-Q1,pSeva221,20
Huseyin2019-09-27.0217.fcs,2019-09-27,CC118λPir,QacR-Q1,pSeva221,30
Huseyin2019-09-27.0218.fcs,2019-09-27,CC118λPir,QacR-Q1,pSeva221,40
Huseyin2019-09-27.0219.fcs,2019-09-27,CC118λPir,QacR-Q1,pSeva221,70
Huseyin2019-09-27.0220.fcs,2019-09-27,CC118λPir,QacR-Q1,pSeva221,100
Huseyin2019-09-27.0221.fcs,2019-09-27,CC118λPir,QacR-Q1,pSeva221,200
Huseyin2019-09-27.0222.fcs,2019-09-27,CC118λPir,QacR-Q1,pSeva221,500
Huseyin2019-09-27.0223.fcs,2019-09-27,CC118λPir,QacR-Q1,pSeva221,1000
Huseyin2019-09-27.0224.fcs,2019-09-27,CC118λPir,QacR-Q1,pSeva221,2000
Huseyin2019-09-27.0225.fcs,2019-09-27,CC118λPir,QacR-Q2,pSeva221,0
Huseyin2019-09-27.0226.fcs,2019-09-27,CC118λPir,QacR-Q2,pSeva221,5
Huseyin2019-09-27.0227.fcs,2019-09-27,CC118λPir,QacR-Q2,pSeva221,10
Huseyin2019-09-27.0228.fcs,2019-09-27,CC118λPir,QacR-Q2,pSeva221,20
Huseyin2019-09-27.0229.fcs,2019-09-27,CC118λPir,QacR-Q2,pSeva221,30
Huseyin2019-09-27.0230.fcs,2019-09-27,CC118λPir,QacR-Q2,pSeva221,40
Huseyin2019-09-27.0231.fcs,2019-09-27,CC118λPir,QacR-Q2,pSeva221,70
Huseyin2019-09-27.0232.fcs,2019-09-27,CC118λPir,QacR-Q2,pSeva221,100
Huseyin2019-09-27.0233.fcs,2019-09-27,CC118λPir,QacR-Q2,pSeva221,200
Huseyin2019-09-27.0234.fcs,2019-09-27,CC118λPir,QacR-Q2,pSeva221,500
Huseyin2019-09-27.0235.fcs,2019-09-27,CC118λPir,QacR-Q2,pSeva221,1000
Huseyin2019-09-27.0236.fcs,2019-09-27,CC118λPir,QacR-Q2,pSeva221,2000
Huseyin2019-09-27.0237.fcs,2019-09-27,CC118λPir,SrpR-S1,pSeva221,0
Huseyin2019-09-27.0238.fcs,2019-09-27,CC118λPir,SrpR-S1,pSeva221,5
Huseyin2019-09-27.0239.fcs,2019-09-27,CC118λPir,SrpR-S1,pSeva221,10
Huseyin2019-09-27.0240.fcs,2019-09-27,CC118λPir,SrpR-S1,pSeva221,20
Huseyin2019-09-27.0241.fcs,2019-09-27,CC118λPir,SrpR-S1,pSeva221,30
Huseyin2019-09-27.0242.fcs,2019-09-27,CC118λPir,SrpR-S1,pSeva221,40
Huseyin2019-09-27.0243.fcs,2019-09-27,CC118λPir,SrpR-S1,pSeva221,70
Huseyin2019-09-27.0244.fcs,2019-09-27,CC118λPir,SrpR-S1,pSeva221,100
Huseyin2019-09-27.0245.fcs,2019-09-27,CC118λPir,SrpR-S1,pSeva221,200
Huseyin2019-09-27.0246.fcs,2019-09-27,CC118λPir,SrpR-S1,pSeva221,500
Huseyin2019-09-27.0247.fcs,2019-09-27,CC118λPir,SrpR-S1,pSeva221,1000
Huseyin2019-09-27.0248.fcs,2019-09-27,CC118λPir,SrpR-S1,pSeva221,2000
Huseyin2019-09-27.0249.fcs,2019-09-27,CC118λPir,SrpR-S2,pSeva221,0
Huseyin2019-09-27.0250.fcs,2019-09-27,CC118λPir,SrpR-S2,pSeva221,5
Huseyin2019-09-27.0251.fcs,2019-09-27,CC118λPir,SrpR-S2,pSeva221,10
Huseyin2019-09-27.0252.fcs,2019-09-27,CC118λPir,SrpR-S2,pSeva221,20
Huseyin2019-09-27.0253.fcs,2019-09-27,CC118λPir,SrpR-S2,pSeva221,30
Huseyin2019-09-27.0254.fcs,2019-09-27,CC118λPir,SrpR-S2,pSeva221,40
Huseyin2019-09-27.0255.fcs,2019-09-27,CC118λPir,SrpR-S2,pSeva221,70
Huseyin2019-09-27.0256.fcs,2019-09-27,CC118λPir,SrpR-S2,pSeva221,100
Huseyin2019-09-27.0257.fcs,2019-09-27,CC118λPir,SrpR-S2,pSeva221,200
Huseyin2019-09-27.0258.fcs,2019-09-27,CC118λPir,SrpR-S2,pSeva221,500
Huseyin2019-09-27.0259.fcs,2019-09-27,CC118λPir,SrpR-S2,pSeva221,1000
Huseyin2019-09-27.0260.fcs,2019-09-27,CC118λPir,SrpR-S2,pSeva221,2000
Huseyin2019-09-27.0261.fcs,2019-09-27,CC118λPir,SrpR-S3,pSeva221,0
Huseyin2019-09-27.0262.fcs,2019-09-27,CC118λPir,SrpR-S3,pSeva221,5
Huseyin2019-09-27.0263.fcs,2019-09-27,CC118λPir,SrpR-S3,pSeva221,10
Huseyin2019-09-27.0264.fcs,2019-09-27,CC118λPir,SrpR-S3,pSeva221,20
Huseyin2019-09-27.0265.fcs,2019-09-27,CC118λPir,SrpR-S3,pSeva221,30
Huseyin2019-09-27.0266.fcs,2019-09-27,CC118λPir,SrpR-S3,pSeva221,40
Huseyin2019-09-27.0267.fcs,2019-09-27,CC118λPir,SrpR-S3,pSeva221,70
Huseyin2019-09-27.0268.fcs,2019-09-27,CC118λPir,SrpR-S3,pSeva221,100
Huseyin2019-09-27.0269.fcs,2019-09-27,CC118λPir,SrpR-S3,pSeva221,200
Huseyin2019-09-27.0270.fcs,2019-09-27,CC118λPir,SrpR-S3,pSeva221,500
Huseyin2019-09-27.0271.fcs,2019-09-27,CC118λPir,SrpR-S3,pSeva221,1000
Huseyin2019-09-27.0272.fcs,2019-09-27,CC118λPir,SrpR-S3,pSeva221,2000
Huseyin2019-09-27.0273.fcs,2019-09-27,CC118λPir,SrpR-S4,pSeva221,0
Huseyin2019-09-27.0274.fcs,2019-09-27,CC118λPir,SrpR-S4,pSeva221,5
Huseyin2019-09-27.0275.fcs,2019-09-27,CC118λPir,SrpR-S4,pSeva221,10
Huseyin2019-09-27.0276.fcs,2019-09-27,CC118λPir,SrpR-S4,pSeva221,20
Huseyin2019-09-27.0277.fcs,2019-09-27,CC118λPir,SrpR-S4,pSeva221,30
Huseyin2019-09-27.0278.fcs,2019-09-27,CC118λPir,SrpR-S4,pSeva221,40
Huseyin2019-09-27.0279.fcs,2019-09-27,CC118λPir,SrpR-S4,pSeva221,70
Huseyin2019-09-27.0280.fcs,2019-09-27,CC118λPir,SrpR-S4,pSeva221,100
Huseyin2019-09-27.0281.fcs,2019-09-27,CC118λPir,SrpR-S4,pSeva221,200
Huseyin2019-09-27.0282.fcs,2019-09-27,CC118λPir,SrpR-S4,pSeva221,500
Huseyin2019-09-27.0283.fcs,2019-09-27,CC118λPir,SrpR-S4,pSeva221,1000
Huseyin2019-09-27.0284.fcs,2019-09-27,CC118λPir,SrpR-S4,pSeva221,2000
Huseyin2019-09-27.0285.fcs,2019-09-27,CC118λPir,Empty,Empty,0
Huseyin2019-09-27.0286.fcs,2019-09-27,CC118λPir,Empty,Empty,5
Huseyin2019-09-27.0287.fcs,2019-09-27,CC118λPir,Empty,Empty,10
Huseyin2019-09-27.0288.fcs,2019-09-27,CC118λPir,Empty,Empty,20
Huseyin2019-09-27.0289.fcs,2019-09-27,CC118λPir,Empty,Empty,30
Huseyin2019-09-27.0290.fcs,2019-09-27,CC118λPir,Empty,Empty,40
Huseyin2019-09-27.0291.fcs,2019-09-27,CC118λPir,Empty,Empty,70
Huseyin2019-09-27.0292.fcs,2019-09-27,CC118λPir,Empty,Empty,100
Huseyin2019-09-27.0293.fcs,2019-09-27,CC118λPir,Empty,Empty,200
Huseyin2019-09-27.0294.fcs,2019-09-27,CC118λPir,Empty,Empty,500
Huseyin2019-09-27.0295.fcs,2019-09-27,CC118λPir,Empty,Empty,1000
Huseyin2019-09-27.0296.fcs,2019-09-27,CC118λPir,Empty,Empty,2000
Huseyin2019-10-02.0001.fcs,2019-10-02,KT 2440,1201,pSeva231,0
Huseyin2019-10-02.0002.fcs,2019-10-02,KT 2440,1201,pSeva231,5
Huseyin2019-10-02.0003.fcs,2019-10-02,KT 2440,1201,pSeva231,10
Huseyin2019-10-02.0004.fcs,2019-10-02,KT 2440,1201,pSeva231,20
Huseyin2019-10-02.0005.fcs,2019-10-02,KT 2440,1201,pSeva231,30
Huseyin2019-10-02.0006.fcs,2019-10-02,KT 2440,1201,pSeva231,40
Huseyin2019-10-02.0007.fcs,2019-10-02,KT 2440,1201,pSeva231,70
Huseyin2019-10-02.0008.fcs,2019-10-02,KT 2440,1201,pSeva231,100
Huseyin2019-10-02.0009.fcs,2019-10-02,KT 2440,1201,pSeva231,200
Huseyin2019-10-02.0010.fcs,2019-10-02,KT 2440,1201,pSeva231,500
Huseyin2019-10-02.0011.fcs,2019-10-02,KT 2440,1201,pSeva231,1000
Huseyin2019-10-02.0012.fcs,2019-10-02,KT 2440,1201,pSeva231,2000
Huseyin2019-10-02.0013.fcs,2019-10-02,KT 2440,1717,pSeva231,0
Huseyin2019-10-02.0014.fcs,2019-10-02,KT 2440,1717,pSeva231,5
Huseyin2019-10-02.0015.fcs,2019-10-02,KT 2440,1717,pSeva231,10
Huseyin2019-10-02.0016.fcs,2019-10-02,KT 2440,1717,pSeva231,20
Huseyin2019-10-02.0017.fcs,2019-10-02,KT 2440,1717,pSeva231,30
Huseyin2019-10-02.0018.fcs,2019-10-02,KT 2440,1717,pSeva231,40
Huseyin2019-10-02.0019.fcs,2019-10-02,KT 2440,1717,pSeva231,70
Huseyin2019-10-02.0020.fcs,2019-10-02,KT 2440,1717,pSeva231,100
Huseyin2019-10-02.0021.fcs,2019-10-02,KT 2440,1717,pSeva231,200
Huseyin2019-10-02.0022.fcs,2019-10-02,KT 2440,1717,pSeva231,500
Huseyin2019-10-02.0023.fcs,2019-10-02,KT 2440,1717,pSeva231,1000
Huseyin2019-10-02.0024.fcs,2019-10-02,KT 2440,1717,pSeva231,2000
Huseyin2019-10-02.0025.fcs,2019-10-02,KT 2440,1818,pSeva231,0
Huseyin2019-10-02.0026.fcs,2019-10-02,KT 2440,1818,pSeva231,5
Huseyin2019-10-02.0027.fcs,2019-10-02,KT 2440,1818,pSeva231,10
Huseyin2019-10-02.0028.fcs,2019-10-02,KT 2440,1818,pSeva231,20
Huseyin2019-10-02.0029.fcs,2019-10-02,KT 2440,1818,pSeva231,30
Huseyin2019-10-02.0030.fcs,2019-10-02,KT 2440,1818,pSeva231,40
Huseyin2019-10-02.0031.fcs,2019-10-02,KT 2440,1818,pSeva231,70
Huseyin2019-10-02.0032.fcs,2019-10-02,KT 2440,1818,pSeva231,100
Huseyin2019-10-02.0033.fcs,2019-10-02,KT 2440,1818,pSeva231,200
Huseyin2019-10-02.0034.fcs,2019-10-02,KT 2440,1818,pSeva231,500
Huseyin2019-10-02.0035.fcs,2019-10-02,KT 2440,1818,pSeva231,1000
Huseyin2019-10-02.0036.fcs,2019-10-02,KT 2440,1818,pSeva231,2000
Huseyin2019-10-02.0037.fcs,2019-10-02,KT 2440,AmeR-F1,pSeva231,0
Huseyin2019-10-02.0038.fcs,2019-10-02,KT 2440,AmeR-F1,pSeva231,5
Huseyin2019-10-02.0039.fcs,2019-10-02,KT 2440,AmeR-F1,pSeva231,10
Huseyin2019-10-02.0040.fcs,2019-10-02,KT 2440,AmeR-F1,pSeva231,20
Huseyin2019-10-02.0041.fcs,2019-10-02,KT 2440,AmeR-F1,pSeva231,30
Huseyin2019-10-02.0042.fcs,2019-10-02,KT 2440,AmeR-F1,pSeva231,40
Huseyin2019-10-02.0043.fcs,2019-10-02,KT 2440,AmeR-F1,pSeva231,70
Huseyin2019-10-02.0044.fcs,2019-10-02,KT 2440,AmeR-F1,pSeva231,100
