filename,date,strain,plasmid,backbone,iptg_concentration
Huseyin2019-09-25.0007.fcs,2019-09-25,DH5α,1201,pAN,70
Huseyin2019-09-25.0008.fcs,2019-09-25,DH5α,1201,pAN,100
Huseyin2019-09-25.0009.fcs,2019-09-25,DH5α,1201,pAN,200
Huseyin2019-09-25.0010.fcs,2019-09-25,DH5α,1201,pAN,500
Huseyin2019-09-25.0011.fcs,2019-09-25,DH5α,1201,pAN,1000
Huseyin2019-09-25.0012.fcs,2019-09-25,DH5α,1201,pAN,2000
Huseyin2019-09-25.0013.fcs,2019-09-25,DH5α,1717,pAN,0
Huseyin2019-09-25.0014.fcs,2019-09-25,DH5α,1717,pAN,5
Huseyin2019-09-25.0015.fcs,2019-09-25,DH5α,1717,pAN,10
Huseyin2019-09-25.0016.fcs,2019-09-25,DH5α,1717,pAN,20
Huseyin2019-09-25.0017.fcs,2019-09-25,DH5α,1717,pAN,30
Huseyin2019-09-25.0018.fcs,2019-09-25,DH5α,1717,pAN,40
Huseyin2019-09-25.0019.fcs,2019-09-25,DH5α,1717,pAN,70
Huseyin2019-09-25.0020.fcs,2019-09-25,DH5α,1717,pAN,100
Huseyin2019-09-25.0021.fcs,2019-09-25,DH5α,1717,pAN,200
Huseyin2019-09-25.0022.fcs,2019-09-25,DH5α,1717,pAN,500
Huseyin2019-09-25.0023.fcs,2019-09-25,DH5α,1717,pAN,1000
Huseyin2019-09-25.0024.fcs,2019-09-25,DH5α,1717,pAN,2000
Huseyin2019-09-25.0025.fcs,2019-09-25,DH5α,1818,pAN,0
Huseyin2019-09-25.0026.fcs,2019-09-25,DH5α,1818,pAN,5
Huseyin2019-09-25.0027.fcs,2019-09-25,DH5α,1818,pAN,10
Huseyin2019-09-25.0028.fcs,2019-09-25,DH5α,1818,pAN,20
Huseyin2019-09-25.0029.fcs,2019-09-25,DH5α,1818,pAN,30
Huseyin2019-09-25.0030.fcs,2019-09-25,DH5α,1818,pAN,40
Huseyin2019-09-25.0031.fcs,2019-09-25,DH5α,1818,pAN,70
Huseyin2019-09-25.0032.fcs,2019-09-25,DH5α,1818,pAN,100
Huseyin2019-09-25.0033.fcs,2019-09-25,DH5α,1818,pAN,200
Huseyin2019-09-25.0034.fcs,2019-09-25,DH5α,1818,pAN,500
Huseyin2019-09-25.0035.fcs,2019-09-25,DH5α,1818,pAN,1000
Huseyin2019-09-25.0036.fcs,2019-09-25,DH5α,1818,pAN,2000
Huseyin2019-09-25.0037.fcs,2019-09-25,DH5α,AmeR-F1,pAN,0
Huseyin2019-09-25.0038.fcs,2019-09-25,DH5α,AmeR-F1,pAN,5
Huseyin2019-09-25.0039.fcs,2019-09-25,DH5α,AmeR-F1,pAN,10
Huseyin2019-09-25.0040.fcs,2019-09-25,DH5α,AmeR-F1,pAN,20
Huseyin2019-09-25.0041.fcs,2019-09-25,DH5α,AmeR-F1,pAN,30
Huseyin2019-09-25.0042.fcs,2019-09-25,DH5α,AmeR-F1,pAN,40
Huseyin2019-09-25.0043.fcs,2019-09-25,DH5α,AmeR-F1,pAN,70
Huseyin2019-09-25.0044.fcs,2019-09-25,DH5α,AmeR-F1,pAN,100
Huseyin2019-09-25.0045.fcs,2019-09-25,DH5α,AmeR-F1,pAN,200
Huseyin2019-09-25.0046.fcs,2019-09-25,DH5α,AmeR-F1,pAN,500
Huseyin2019-09-25.0047.fcs,2019-09-25,DH5α,AmeR-F1,pAN,1000
Huseyin2019-09-25.0048.fcs,2019-09-25,DH5α,AmeR-F1,pAN,2000
Huseyin2019-09-25.0049.fcs,2019-09-25,DH5α,AmtR-A1,pAN,0
Huseyin2019-09-25.0050.fcs,2019-09-25,DH5α,AmtR-A1,pAN,5
Huseyin2019-09-25.0051.fcs,2019-09-25,DH5α,AmtR-A1,pAN,10
Huseyin2019-09-25.0052.fcs,2019-09-25,DH5α,AmtR-A1,pAN,20
Huseyin2019-09-25.0053.fcs,2019-09-25,DH5α,AmtR-A1,pAN,30
Huseyin2019-09-25.0054.fcs,2019-09-25,DH5α,AmtR-A1,pAN,40
Huseyin2019-09-25.0055.fcs,2019-09-25,DH5α,AmtR-A1,pAN,70
Huseyin2019-09-25.0056.fcs,2019-09-25,DH5α,AmtR-A1,pAN,100
Huseyin2019-09-25.0057.fcs,2019-09-25,DH5α,AmtR-A1,pAN,200
Huseyin2019-09-25.0058.fcs,2019-09-25,DH5α,AmtR-A1,pAN,500
Huseyin2019-09-25.0059.fcs,2019-09-25,DH5α,AmtR-A1,pAN,1000
Huseyin2019-09-25.0060.fcs,2019-09-25,DH5α,AmtR-A1,pAN,2000
Huseyin2019-09-25.0061.fcs,2019-09-25,DH5α,BetI-E1,pAN,0
Huseyin2019-09-25.0062.fcs,2019-09-25,DH5α,BetI-E1,pAN,5
Huseyin2019-09-25.0063.fcs,2019-09-25,DH5α,BetI-E1,pAN,10
Huseyin2019-09-25.0064.fcs,2019-09-25,DH5α,BetI-E1,pAN,20
Huseyin2019-09-25.0065.fcs,2019-09-25,DH5α,BetI-E1,pAN,30
Huseyin2019-09-25.0066.fcs,2019-09-25,DH5α,BetI-E1,pAN,40
Huseyin2019-09-25.0067.fcs,2019-09-25,DH5α,BetI-E1,pAN,70
Huseyin2019-09-25.0068.fcs,2019-09-25,DH5α,BetI-E1,pAN,100
Huseyin2019-09-25.0069.fcs,2019-09-25,DH5α,BetI-E1,pAN,200
Huseyin2019-09-25.0070.fcs,2019-09-25,DH5α,BetI-E1,pAN,500
Huseyin2019-09-25.0071.fcs,2019-09-25,DH5α,BetI-E1,pAN,1000
Huseyin2019-09-25.0072.fcs,2019-09-25,DH5α,BetI-E1,pAN,2000
Huseyin2019-09-25.0073.fcs,2019-09-25,DH5α,BM3R1-B1,pAN,0
Huseyin2019-09-25.0074.fcs,2019-09-25,DH5α,BM3R1-B1,pAN,5
Huseyin2019-09-25.0075.fcs,2019-09-25,DH5α,BM3R1-B1,pAN,10
Huseyin2019-09-25.0076.fcs,2019-09-25,DH5α,BM3R1-B1,pAN,20
Huseyin2019-09-25.0077.fcs,2019-09-25,DH5α,BM3R1-B1,pAN,30
Huseyin2019-09-25.0078.fcs,2019-09-25,DH5α,BM3R1-B1,pAN,40
Huseyin2019-09-25.0079.fcs,2019-09-25,DH5α,BM3R1-B1,pAN,70
Huseyin2019-09-25.0080.fcs,2019-09-25,DH5α,BM3R1-B1,pAN,100
Huseyin2019-09-25.0081.fcs,2019-09-25,DH5α,BM3R1-B1,pAN,200
Huseyin2019-09-25.0082.fcs,2019-09-25,DH5α,BM3R1-B1,pAN,500
Huseyin2019-09-25.0083.fcs,2019-09-25,DH5α,BM3R1-B1,pAN,1000
Huseyin2019-09-25.0084.fcs,2019-09-25,DH5α,BM3R1-B1,pAN,2000
Huseyin2019-09-25.0085.fcs,2019-09-25,DH5α,BM3R1-B2,pAN,0
Huseyin2019-09-25.0086.fcs,2019-09-25,DH5α,BM3R1-B2,pAN,5
Huseyin2019-09-25.0087.fcs,2019-09-25,DH5α,BM3R1-B2,pAN,10
Huseyin2019-09-25.0088.fcs,2019-09-25,DH5α,BM3R1-B2,pAN,20
Huseyin2019-09-25.0089.fcs,2019-09-25,DH5α,BM3R1-B2,pAN,30
Huseyin2019-09-25.0090.fcs,2019-09-25,DH5α,BM3R1-B2,pAN,40
Huseyin2019-09-25.0091.fcs,2019-09-25,DH5α,BM3R1-B2,pAN,70
Huseyin2019-09-25.0092.fcs,2019-09-25,DH5α,BM3R1-B2,pAN,100
Huseyin2019-09-25.0093.fcs,2019-09-25,DH5α,BM3R1-B2,pAN,200
Huseyin2019-09-25.0094.fcs,2019-09-25,DH5α,BM3R1-B2,pAN,500
Huseyin2019-09-25.0095.fcs,2019-09-25,DH5α,BM3R1-B2,pAN,1000
Huseyin2019-09-25.0096.fcs,2019-09-25,DH5α,BM3R1-B2,pAN,2000
Huseyin2019-09-25.0101.fcs,2019-09-25,DH5α,BM3R1-B3,pAN,0
Huseyin2019-09-25.0102.fcs,2019-09-25,DH5α,BM3R1-B3,pAN,5
Huseyin2019-09-25.0103.fcs,2019-09-25,DH5α,BM3R1-B3,pAN,10
Huseyin2019-09-25.0104.fcs,2019-09-25,DH5α,BM3R1-B3,pAN,20
Huseyin2019-09-25.0105.fcs,2019-09-25,DH5α,BM3R1-B3,pAN,30
Huseyin2019-09-25.0106.fcs,2019-09-25,DH5α,BM3R1-B3,pAN,40
Huseyin2019-09-25.0107.fcs,2019-09-25,DH5α,BM3R1-B3,pAN,70
Huseyin2019-09-25.0108.fcs,2019-09-25,DH5α,BM3R1-B3,pAN,100
Huseyin2019-09-25.0109.fcs,2019-09-25,DH5α,BM3R1-B3,pAN,200
Huseyin2019-09-25.0110.fcs,2019-09-25,DH5α,BM3R1-B3,pAN,500
Huseyin2019-09-25.0111.fcs,2019-09-25,DH5α,BM3R1-B3,pAN,1000
Huseyin2019-09-25.0112.fcs,2019-09-25,DH5α,BM3R1-B3,pAN,2000
Huseyin2019-09-25.0113.fcs,2019-09-25,DH5α,HIyIIR-H1,pAN,0
Huseyin2019-09-25.0114.fcs,2019-09-25,DH5α,HIyIIR-H1,pAN,5
Huseyin2019-09-25.0115.fcs,2019-09-25,DH5α,HIyIIR-H1,pAN,10
Huseyin2019-09-25.0116.fcs,2019-09-25,DH5α,HIyIIR-H1,pAN,20
Huseyin2019-09-25.0117.fcs,2019-09-25,DH5α,HIyIIR-H1,pAN,30
Huseyin2019-09-25.0118.fcs,2019-09-25,DH5α,HIyIIR-H1,pAN,40
Huseyin2019-09-25.0119.fcs,2019-09-25,DH5α,HIyIIR-H1,pAN,70
Huseyin2019-09-25.0120.fcs,2019-09-25,DH5α,HIyIIR-H1,pAN,100
Huseyin2019-09-25.0121.fcs,2019-09-25,DH5α,HIyIIR-H1,pAN,200
Huseyin2019-09-25.0122.fcs,2019-09-25,DH5α,HIyIIR-H1,pAN,500
Huseyin2019-09-25.0123.fcs,2019-09-25,DH5α,HIyIIR-H1,pAN,1000
Huseyin2019-09-25.0124.fcs,2019-09-25,DH5α,HIyIIR-H1,pAN,2000
Huseyin2019-09-25.0125.fcs,2019-09-25,DH5α,lcaRA-I1,pAN,0
Huseyin2019-09-25.0126.fcs,2019-09-25,DH5α,lcaRA-I1,pAN,5
Huseyin2019-09-25.0127.fcs,2019-09-25,DH5α,lcaRA-I1,pAN,10
Huseyin2019-09-25.0128.fcs,2019-09-25,DH5α,lcaRA-I1,pAN,20
Huseyin2019-09-25.0129.fcs,2019-09-25,DH5α,lcaRA-I1,pAN,30
Huseyin2019-09-25.0130.fcs,2019-09-25,DH5α,lcaRA-I1,pAN,40
Huseyin2019-09-25.0131.fcs,2019-09-25,DH5α,lcaRA-I1,pAN,70
Huseyin2019-09-25.0132.fcs,2019-09-25,DH5α,lcaRA-I1,pAN,100
Huseyin2019-09-25.0133.fcs,2019-09-25,DH5α,lcaRA-I1,pAN,200
Huseyin2019-09-25.0134.fcs,2019-09-25,DH5α,lcaRA-I1,pAN,500
Huseyin2019-09-25.0135.fcs,2019-09-25,DH5α,lcaRA-I1,pAN,1000
Huseyin2019-09-25.0136.fcs,2019-09-25,DH5α,lcaRA-I1,pAN,2000
Huseyin2019-09-25.0137.fcs,2019-09-25,DH5α,LitR-L1,pAN,0
Huseyin2019-09-25.0138.fcs,2019-09-25,DH5α,LitR-L1,pAN,5
Huseyin2019-09-25.0139.fcs,2019-09-25,DH5α,LitR-L1,pAN,10
Huseyin2019-09-25.0140.fcs,2019-09-25,DH5α,LitR-L1,pAN,20
Huseyin2019-09-25.0141.fcs,2019-09-25,DH5α,LitR-L1,pAN,30
Huseyin2019-09-25.0142.fcs,2019-09-25,DH5α,LitR-L1,pAN,40
Huseyin2019-09-25.0143.fcs,2019-09-25,DH5α,LitR-L1,pAN,70
Huseyin2019-09-25.0144.fcs,2019-09-25,DH5α,LitR-L1,pAN,100
Huseyin2019-09-25.0145.fcs,2019-09-25,DH5α,LitR-L1,pAN,200
Huseyin2019-09-25.0146.fcs,2019-09-25,DH5α,LitR-L1,pAN,500
Huseyin2019-09-25.0147.fcs,2019-09-25,DH5α,LitR-L1,pAN,1000
Huseyin2019-09-25.0148.fcs,2019-09-25,DH5α,LitR-L1,pAN,2000
Huseyin2019-09-25.0149.fcs,2019-09-25,DH5α,LmrA-N1,pAN,0
Huseyin2019-09-25.0150.fcs,2019-09-25,DH5α,LmrA-N1,pAN,5
Huseyin2019-09-25.0151.fcs,2019-09-25,DH5α,LmrA-N1,pAN,10
Huseyin2019-09-25.0152.fcs,2019-09-25,DH5α,LmrA-N1,pAN,20
Huseyin2019-09-25.0153.fcs,2019-09-25,DH5α,LmrA-N1,pAN,30
Huseyin2019-09-25.0154.fcs,2019-09-25,DH5α,LmrA-N1,pAN,40
Huseyin2019-09-25.0155.fcs,2019-09-25,DH5α,LmrA-N1,pAN,70
Huseyin2019-09-25.0156.fcs,2019-09-25,DH5α,LmrA-N1,pAN,100
Huseyin2019-09-25.0157.fcs,2019-09-25,DH5α,LmrA-N1,pAN,200
Huseyin2019-09-25.0158.fcs,2019-09-25,DH5α,LmrA-N1,pAN,500
Huseyin2019-09-25.0159.fcs,2019-09-25,DH5α,LmrA-N1,pAN,1000
Huseyin2019-09-25.0160.fcs,2019-09-25,DH5α,LmrA-N1,pAN,2000
Huseyin2019-09-25.0161.fcs,2019-09-25,DH5α,PhIF-P1,pAN,0
Huseyin2019-09-25.0162.fcs,2019-09-25,DH5α,PhIF-P1,pAN,5
Huseyin2019-09-25.0163.fcs,2019-09-25,DH5α,PhIF-P1,pAN,10
Huseyin2019-09-25.0164.fcs,2019-09-25,DH5α,PhIF-P1,pAN,20
Huseyin2019-09-25.0165.fcs,2019-09-25,DH5α,PhIF-P1,pAN,30
Huseyin2019-09-25.0166.fcs,2019-09-25,DH5α,PhIF-P1,pAN,40
Huseyin2019-09-25.0167.fcs,2019-09-25,DH5α,PhIF-P1,pAN,70
Huseyin2019-09-25.0168.fcs,2019-09-25,DH5α,PhIF-P1,pAN,100
Huseyin2019-09-25.0169.fcs,2019-09-25,DH5α,PhIF-P1,pAN,200
Huseyin2019-09-25.0170.fcs,2019-09-25,DH5α,PhIF-P1,pAN,500
Huseyin2019-09-25.0171.fcs,2019-09-25,DH5α,PhIF-P1,pAN,1000
Huseyin2019-09-25.0172.fcs,2019-09-25,DH5α,PhIF-P1,pAN,2000
Huseyin2019-09-25.0173.fcs,2019-09-25,DH5α,PhIF-P2,pAN,0
Huseyin2019-09-25.0174.fcs,2019-09-25,DH5α,PhIF-P2,pAN,5
Huseyin2019-09-25.0175.fcs,2019-09-25,DH5α,PhIF-P2,pAN,10
Huseyin2019-09-25.0176.fcs,2019-09-25,DH5α,PhIF-P2,pAN,20
Huseyin2019-09-25.0177.fcs,2019-09-25,DH5α,PhIF-P2,pAN,30
Huseyin2019-09-25.0178.fcs,2019-09-25,DH5α,PhIF-P2,pAN,40
Huseyin2019-09-25.0179.fcs,2019-09-25,DH5α,PhIF-P2,pAN,70
Huseyin2019-09-25.0180.fcs,2019-09-25,DH5α,PhIF-P2,pAN,100
Huseyin2019-09-25.0181.fcs,2019-09-25,DH5α,PhIF-P2,pAN,200
Huseyin2019-09-25.0182.fcs,2019-09-25,DH5α,PhIF-P2,pAN,500
Huseyin2019-09-25.0183.fcs,2019-09-25,DH5α,PhIF-P2,pAN,1000
Huseyin2019-09-25.0184.fcs,2019-09-25,DH5α,PhIF-P2,pAN,2000
Huseyin2019-09-25.0185.fcs,2019-09-25,DH5α,PhIF-P3,pAN,0
Huseyin2019-09-25.0186.fcs,2019-09-25,DH5α,PhIF-P3,pAN,5
Huseyin2019-09-25.0187.fcs,2019-09-25,DH5α,PhIF-P3,pAN,10
Huseyin2019-09-25.0188.fcs,2019-09-25,DH5α,PhIF-P3,pAN,20
Huseyin2019-09-25.0189.fcs,2019-09-25,DH5α,PhIF-P3,pAN,30
Huseyin2019-09-25.0190.fcs,2019-09-25,DH5α,PhIF-P3,pAN,40
Huseyin2019-09-25.0191.fcs,2019-09-25,DH5α,PhIF-P3,pAN,70
Huseyin2019-09-25.0192.fcs,2019-09-25,DH5α,PhIF-P3,pAN,100
Huseyin2019-09-25.0193.fcs,2019-09-25,DH5α,PhIF-P3,pAN,200
Huseyin2019-09-25.0194.fcs,2019-09-25,DH5α,PhIF-P3,pAN,500
Huseyin2019-09-25.0195.fcs,2019-09-25,DH5α,PhIF-P3,pAN,1000
Huseyin2019-09-25.0196.fcs,2019-09-25,DH5α,PhIF-P3,pAN,2000
Huseyin2019-09-25.0201.fcs,2019-09-25,DH5α,PsrA-R1,pAN,0
Huseyin2019-09-25.0202.fcs,2019-09-25,DH5α,PsrA-R1,pAN,5
Huseyin2019-09-25.0203.fcs,2019-09-25,DH5α,PsrA-R1,pAN,10
Huseyin2019-09-25.0204.fcs,2019-09-25,DH5α,PsrA-R1,pAN,20
Huseyin2019-09-25.0205.fcs,2019-09-25,DH5α,PsrA-R1,pAN,30
Huseyin2019-09-25.0206.fcs,2019-09-25,DH5α,PsrA-R1,pAN,40
Huseyin2019-09-25.0207.fcs,2019-09-25,DH5α,PsrA-R1,pAN,70
Huseyin2019-09-25.0208.fcs,2019-09-25,DH5α,PsrA-R1,pAN,100
Huseyin2019-09-25.0209.fcs,2019-09-25,DH5α,PsrA-R1,pAN,200
Huseyin2019-09-25.0210.fcs,2019-09-25,DH5α,PsrA-R1,pAN,500
Huseyin2019-09-25.0211.fcs,2019-09-25,DH5α,PsrA-R1,pAN,1000
Huseyin2019-09-25.0212.fcs,2019-09-25,DH5α,PsrA-R1,pAN,2000
Huseyin2019-09-25.0213.fcs,2019-09-25,DH5α,QacR-Q1,pAN,0
Huseyin2019-09-25.0214.fcs,2019-09-25,DH5α,QacR-Q1,pAN,5
Huseyin2019-09-25.0215.fcs,2019-09-25,DH5α,QacR-Q1,pAN,10
Huseyin2019-09-25.0216.fcs,2019-09-25,DH5α,QacR-Q1,pAN,20
Huseyin2019-09-25.0217.fcs,2019-09-25,DH5α,QacR-Q1,pAN,30
Huseyin2019-09-25.0218.fcs,2019-09-25,DH5α,QacR-Q1,pAN,40
Huseyin2019-09-25.0219.fcs,2019-09-25,DH5α,QacR-Q1,pAN,70
Huseyin2019-09-25.0220.fcs,2019-09-25,DH5α,QacR-Q1,pAN,100
Huseyin2019-09-25.0221.fcs,2019-09-25,DH5α,QacR-Q1,pAN,200
Huseyin2019-09-25.0222.fcs,2019-09-25,DH5α,QacR-Q1,pAN,500
Huseyin2019-09-25.0223.fcs,2019-09-25,DH5α,QacR-Q1,pAN,1000
Huseyin2019-09-25.0224.fcs,2019-09-25,DH5α,QacR-Q1,pAN,2000
Huseyin2019-09-25.0225.fcs,2019-09-25,DH5α,QacR-Q2,pAN,0
Huseyin2019-09-25.0226.fcs,2019-09-25,DH5α,QacR-Q2,pAN,5
Huseyin2019-09-25.0227.fcs,2019-09-25,DH5α,QacR-Q2,pAN,10
Huseyin2019-09-25.0228.fcs,2019-09-25,DH5α,QacR-Q2,pAN,20
Huseyin2019-09-25.0229.fcs,2019-09-25,DH5α,QacR-Q2,pAN,30
Huseyin2019-09-25.0230.fcs,2019-09-25,DH5α,QacR-Q2,pAN,40
Huseyin2019-09-25.0231.fcs,2019-09-25,DH5α,QacR-Q2,pAN,70
Huseyin2019-09-25.0232.fcs,2019-09-25,DH5α,QacR-Q2,pAN,100
Huseyin2019-09-25.0233.fcs,2019-09-25,DH5α,QacR-Q2,pAN,200
Huseyin2019-09-25.0234.fcs,2019-09-25,DH5α,QacR-Q2,pAN,500
Huseyin2019-09-25.0235.fcs,2019-09-25,DH5α,QacR-Q2,pAN,1000
Huseyin2019-09-25.0236.fcs,2019-09-25,DH5α,QacR-Q2,pAN,2000
Huseyin2019-09-25.0237.fcs,2019-09-25,DH5α,SrpR-S1,pAN,0
Huseyin2019-09-25.0238.fcs,2019-09-25,DH5α,SrpR-S1,pAN,5
Huseyin2019-09-25.0239.fcs,2019-09-25,DH5α,SrpR-S1,pAN,10
Huseyin2019-09-25.0240.fcs,2019-09-25,DH5α,SrpR-S1,pAN,20
Huseyin2019-09-25.0241.fcs,2019-09-25,DH5α,SrpR-S1,pAN,30
Huseyin2019-09-25.0242.fcs,2019-09-25,DH5α,SrpR-S1,pAN,40
Huseyin2019-09-25.0243.fcs,2019-09-25,DH5α,SrpR-S1,pAN,70
Huseyin2019-09-25.0244.fcs,2019-09-25,DH5α,SrpR-S1,pAN,100
Huseyin2019-09-25.0245.fcs,2019-09-25,DH5α,SrpR-S1,pAN,200
Huseyin2019-09-25.0246.fcs,2019-09-25,DH5α,SrpR-S1,pAN,500
Huseyin2019-09-25.0247.fcs,2019-09-25,DH5α,SrpR-S1,pAN,1000
Huseyin2019-09-25.0248.fcs,2019-09-25,DH5α,SrpR-S1,pAN,2000
Huseyin2019-09-25.0249.fcs,2019-09-25,DH5α,SrpR-S2,pAN,0
Huseyin2019-09-25.0250.fcs,2019-09-25,DH5α,SrpR-S2,pAN,5
Huseyin2019-09-25.0251.fcs,2019-09-25,DH5α,SrpR-S2,pAN,10
Huseyin2019-09-25.0252.fcs,2019-09-25,DH5α,SrpR-S2,pAN,20
Huseyin2019-09-25.0253.fcs,2019-09-25,DH5α,SrpR-S2,pAN,30
Huseyin2019-09-25.0254.fcs,2019-09-25,DH5α,SrpR-S2,pAN,40
Huseyin2019-09-25.0255.fcs,2019-09-25,DH5α,SrpR-S2,pAN,70
Huseyin2019-09-25.0256.fcs,2019-09-25,DH5α,SrpR-S2,pAN,100
Huseyin2019-09-25.0257.fcs,2019-09-25,DH5α,SrpR-S2,pAN,200
Huseyin2019-09-25.0258.fcs,2019-09-25,DH5α,SrpR-S2,pAN,500
Huseyin2019-09-25.0259.fcs,2019-09-25,DH5α,SrpR-S2,pAN,1000
Huseyin2019-09-25.0260.fcs,2019-09-25,DH5α,SrpR-S2,pAN,2000
Huseyin2019-09-25.0261.fcs,2019-09-25,DH5α,SrpR-S3,pAN,0
Huseyin2019-09-25.0262.fcs,2019-09-25,DH5α,SrpR-S3,pAN,5
Huseyin2019-09-25.0263.fcs,2019-09-25,DH5α,SrpR-S3,pAN,10
Huseyin2019-09-25.0264.fcs,2019-09-25,DH5α,SrpR-S3,pAN,20
Huseyin2019-09-25.0265.fcs,2019-09-25,DH5α,SrpR-S3,pAN,30
Huseyin2019-09-25.0266.fcs,2019-09-25,DH5α,SrpR-S3,pAN,40
Huseyin2019-09-25.0267.fcs,2019-09-25,DH5α,SrpR-S3,pAN,70
Huseyin2019-09-25.0268.fcs,2019-09-25,DH5α,SrpR-S3,pAN,100
Huseyin2019-09-25.0269.fcs,2019-09-25,DH5α,SrpR-S3,pAN,200
Huseyin2019-09-25.0270.fcs,2019-09-25,DH5α,SrpR-S3,pAN,500
Huseyin2019-09-25.0271.fcs,2019-09-25,DH5α,SrpR-S3,pAN,1000
Huseyin2019-09-25.0272.fcs,2019-09-25,DH5α,SrpR-S3,pAN,2000
Huseyin2019-09-25.0273.fcs,2019-09-25,DH5α,SrpR-S4,pAN,0
Huseyin2019-09-25.0274.fcs,2019-09-25,DH5α,SrpR-S4,pAN,5
Huseyin2019-09-25.0275.fcs,2019-09-25,DH5α,SrpR-S4,pAN,10
Huseyin2019-09-25.0276.fcs,2019-09-25,DH5α,SrpR-S4,pAN,20
Huseyin2019-09-25.0277.fcs,2019-09-25,DH5α,SrpR-S4,pAN,30
Huseyin2019-09-25.0278.fcs,2019-09-25,DH5α,SrpR-S4,pAN,40
Huseyin2019-09-25.0279.fcs,2019-09-25,DH5α,SrpR-S4,pAN,70
Huseyin2019-09-25.0280.fcs,2019-09-25,DH5α,SrpR-S4,pAN,100
Huseyin2019-09-25.0281.fcs,2019-09-25,DH5α,SrpR-S4,pAN,200
Huseyin2019-09-25.0282.fcs,2019-09-25,DH5α,SrpR-S4,pAN,500
Huseyin2019-09-25.0283.fcs,2019-09-25,DH5α,SrpR-S4,pAN,1000
Huseyin2019-09-25.0284.fcs,2019-09-25,DH5α,SrpR-S4,pAN,2000
Huseyin2019-09-25.0285.fcs,2019-09-25,DH5α,Empty,Empty,0
Huseyin2019-09-25.0286.fcs,2019-09-25,DH5α,Empty,Empty,5
Huseyin2019-09-25.0287.fcs,2019-09-25,DH5α,Empty,Empty,10
Huseyin2019-09-25.0288.fcs,2019-09-25,DH5α,Empty,Empty,20
Huseyin2019-09-25.0289.fcs,2019-09-25,DH5α,Empty,Empty,30
Huseyin2019-09-25.0290.fcs,2019-09-25,DH5α,Empty,Empty,40
Huseyin2019-09-25.0291.fcs,2019-09-25,DH5α,Empty,Empty,70
Huseyin2019-09-25.0292.fcs,2019-09-25,DH5α,Empty,Empty,100
Huseyin2019-09-25.0293.fcs,2019-09-25,DH5α,Empty,Empty,200
Huseyin2019-09-25.0294.fcs,2019-09-25,DH5α,Empty,Empty,500
Huseyin2019-09-25.0295.fcs,2019-09-25,DH5α,Empty,Empty,1000
Huseyin2019-09-25.0296.fcs,2019-09-25,DH5α,Empty,Empty,2000
Huseyin2019-09-26.0001.fcs,2019-09-26,DH5α,1201,pSeva221,0
Huseyin2019-09-26.0002.fcs,2019-09-26,DH5α,1201,pSeva221,5
Huseyin2019-09-26.0003.fcs,2019-09-26,DH5α,1201,pSeva221,10
Huseyin2019-09-26.0004.fcs,2019-09-26,DH5α,1201,pSeva221,20
Huseyin2019-09-26.0005.fcs,2019-09-26,DH5α,1201,pSeva221,30
Huseyin2019-09-26.0006.fcs,2019-09-26,DH5α,1201,pSeva221,40
Huseyin2019-09-26.0007.fcs,2019-09-26,DH5α,1201,pSeva221,70
Huseyin2019-09-26.0008.fcs,2019-09-26,DH5α,1201,pSeva221,100
Huseyin2019-09-26.0009.fcs,2019-09-26,DH5α,1201,pSeva221,200
Huseyin2019-09-26.0010.fcs,2019-09-26,DH5α,1201,pSeva221,500
Huseyin2019-09-26.0011.fcs,2019-09-26,DH5α,1201,pSeva221,1000
Huseyin2019-09-26.0012.fcs,2019-09-26,DH5α,1201,pSeva221,2000
Huseyin2019-09-26.0013.fcs,2019-09-26,DH5α,1717,pSeva221,0
Huseyin2019-09-26.0014.fcs,2019-09-26,DH5α,1717,pSeva221,5
Huseyin2019-09-26.0015.fcs,2019-09-26,DH5α,1717,pSeva221,10
Huseyin2019-09-26.0016.fcs,2019-09-26,DH5α,1717,pSeva221,20
Huseyin2019-09-26.0017.fcs,2019-09-26,DH5α,1717,pSeva221,30
Huseyin2019-09-26.0018.fcs,2019-09-26,DH5α,1717,pSeva221,40
Huseyin2019-09-26.0019.fcs,2019-09-26,DH5α,1717,pSeva221,70
Huseyin2019-09-26.0020.fcs,2019-09-26,DH5α,1717,pSeva221,100
Huseyin2019-09-26.0021.fcs,2019-09-26,DH5α,1717,pSeva221,200
Huseyin2019-09-26.0022.fcs,2019-09-26,DH5α,1717,pSeva221,500
Huseyin2019-09-26.0023.fcs,2019-09-26,DH5α,1717,pSeva221,1000
Huseyin2019-09-26.0024.fcs,2019-09-26,DH5α,1717,pSeva221,2000
Huseyin2019-09-26.0025.fcs,2019-09-26,DH5α,1818,pSeva221,0
Huseyin2019-09-26.0026.fcs,2019-09-26,DH5α,1818,pSeva221,5
Huseyin2019-09-26.0027.fcs,2019-09-26,DH5α,1818,pSeva221,10
Huseyin2019-09-26.0028.fcs,2019-09-26,DH5α,1818,pSeva221,20
Huseyin2019-09-26.0029.fcs,2019-09-26,DH5α,1818,pSeva221,30
Huseyin2019-09-26.0030.fcs,2019-09-26,DH5α,1818,pSeva221,40
Huseyin2019-09-26.0031.fcs,2019-09-26,DH5α,1818,pSeva221,70
Huseyin2019-09-26.0032.fcs,2019-09-26,DH5α,1818,pSeva221,100
