,filename,date,strain,plasmid,backbone,iptg_concentration,median
1489,Huseyin2019-10-03.0050.fcs,2019-10-03,CC118λPir,AmtR-A1,pSeva231,5,0.9519168138504028
1490,Huseyin2019-10-03.0051.fcs,2019-10-03,CC118λPir,AmtR-A1,pSeva231,10,0.8026106953620911
1491,Huseyin2019-10-03.0052.fcs,2019-10-03,CC118λPir,AmtR-A1,pSeva231,20,0.6547480821609497
1492,Huseyin2019-10-03.0053.fcs,2019-10-03,CC118λPir,AmtR-A1,pSeva231,30,0.6500602960586548
1493,Huseyin2019-10-03.0054.fcs,2019-10-03,CC118λPir,AmtR-A1,pSeva231,40,0.6524976491928101
1494,Huseyin2019-10-03.0055.fcs,2019-10-03,CC118λPir,AmtR-A1,pSeva231,70,0.6377021670341492
1495,Huseyin2019-10-03.0056.fcs,2019-10-03,CC118λPir,AmtR-A1,pSeva231,100,0.632076621055603
1496,Huseyin2019-10-03.0057.fcs,2019-10-03,CC118λPir,AmtR-A1,pSeva231,200,0.6507626175880432
1497,Huseyin2019-10-03.0058.fcs,2019-10-03,CC118λPir,AmtR-A1,pSeva231,500,0.6313067674636841
1498,Huseyin2019-10-03.0059.fcs,2019-10-03,CC118λPir,AmtR-A1,pSeva231,1000,0.6395270824432373
1499,Huseyin2019-10-03.0060.fcs,2019-10-03,CC118λPir,AmtR-A1,pSeva231,2000,0.6718876361846924
1500,Huseyin2019-10-03.0061.fcs,2019-10-03,CC118λPir,BetI-E1,pSeva231,0,3.5823214054107666
1501,Huseyin2019-10-03.0062.fcs,2019-10-03,CC118λPir,BetI-E1,pSeva231,5,2.3285038471221924
1502,Huseyin2019-10-03.0063.fcs,2019-10-03,CC118λPir,BetI-E1,pSeva231,10,1.423027753829956
1503,Huseyin2019-10-03.0064.fcs,2019-10-03,CC118λPir,BetI-E1,pSeva231,20,0.958904504776001
1504,Huseyin2019-10-03.0065.fcs,2019-10-03,CC118λPir,BetI-E1,pSeva231,30,1.1153956651687622
1505,Huseyin2019-10-03.0066.fcs,2019-10-03,CC118λPir,BetI-E1,pSeva231,40,0.876761257648468
1506,Huseyin2019-10-03.0067.fcs,2019-10-03,CC118λPir,BetI-E1,pSeva231,70,0.6769341826438904
1507,Huseyin2019-10-03.0068.fcs,2019-10-03,CC118λPir,BetI-E1,pSeva231,100,0.6488518118858337
1508,Huseyin2019-10-03.0069.fcs,2019-10-03,CC118λPir,BetI-E1,pSeva231,200,0.6221892833709717
1509,Huseyin2019-10-03.0070.fcs,2019-10-03,CC118λPir,BetI-E1,pSeva231,500,0.6674955487251282
1510,Huseyin2019-10-03.0071.fcs,2019-10-03,CC118λPir,BetI-E1,pSeva231,1000,0.6296944618225098
1511,Huseyin2019-10-03.0072.fcs,2019-10-03,CC118λPir,BetI-E1,pSeva231,2000,0.6700410842895508
1512,Huseyin2019-10-03.0073.fcs,2019-10-03,CC118λPir,BM3R1-B1,pSeva231,0,0.8974688649177551
1513,Huseyin2019-10-03.0074.fcs,2019-10-03,CC118λPir,BM3R1-B1,pSeva231,5,0.6842209100723267
1514,Huseyin2019-10-03.0075.fcs,2019-10-03,CC118λPir,BM3R1-B1,pSeva231,10,0.696151614189148
1515,Huseyin2019-10-03.0076.fcs,2019-10-03,CC118λPir,BM3R1-B1,pSeva231,20,0.6540826559066772
1516,Huseyin2019-10-03.0077.fcs,2019-10-03,CC118λPir,BM3R1-B1,pSeva231,30,0.6440691351890564
1517,Huseyin2019-10-03.0078.fcs,2019-10-03,CC118λPir,BM3R1-B1,pSeva231,40,0.6428225636482239
1518,Huseyin2019-10-03.0079.fcs,2019-10-03,CC118λPir,BM3R1-B1,pSeva231,70,0.6380945444107056
1519,Huseyin2019-10-03.0080.fcs,2019-10-03,CC118λPir,BM3R1-B1,pSeva231,100,0.6391443014144897
1520,Huseyin2019-10-03.0081.fcs,2019-10-03,CC118λPir,BM3R1-B1,pSeva231,200,0.64650559425354
1521,Huseyin2019-10-03.0082.fcs,2019-10-03,CC118λPir,BM3R1-B1,pSeva231,500,0.6440237164497375
1522,Huseyin2019-10-03.0083.fcs,2019-10-03,CC118λPir,BM3R1-B1,pSeva231,1000,0.6261976957321167
1523,Huseyin2019-10-03.0084.fcs,2019-10-03,CC118λPir,BM3R1-B1,pSeva231,2000,0.6559152603149414
1524,Huseyin2019-10-03.0085.fcs,2019-10-03,CC118λPir,BM3R1-B2,pSeva231,0,1.0139914751052856
1525,Huseyin2019-10-03.0086.fcs,2019-10-03,CC118λPir,BM3R1-B2,pSeva231,5,0.8363747596740723
1526,Huseyin2019-10-03.0087.fcs,2019-10-03,CC118λPir,BM3R1-B2,pSeva231,10,0.831620454788208
1527,Huseyin2019-10-03.0088.fcs,2019-10-03,CC118λPir,BM3R1-B2,pSeva231,20,0.7157933712005615
1528,Huseyin2019-10-03.0089.fcs,2019-10-03,CC118λPir,BM3R1-B2,pSeva231,30,0.6814820766448975
1529,Huseyin2019-10-03.0090.fcs,2019-10-03,CC118λPir,BM3R1-B2,pSeva231,40,0.6928826570510864
1530,Huseyin2019-10-03.0091.fcs,2019-10-03,CC118λPir,BM3R1-B2,pSeva231,70,0.6590325832366943
1531,Huseyin2019-10-03.0092.fcs,2019-10-03,CC118λPir,BM3R1-B2,pSeva231,100,0.6745867133140564
1532,Huseyin2019-10-03.0093.fcs,2019-10-03,CC118λPir,BM3R1-B2,pSeva231,200,0.6739931702613831
1533,Huseyin2019-10-03.0094.fcs,2019-10-03,CC118λPir,BM3R1-B2,pSeva231,500,0.650930643081665
1534,Huseyin2019-10-03.0095.fcs,2019-10-03,CC118λPir,BM3R1-B2,pSeva231,1000,0.6540826559066772
1535,Huseyin2019-10-03.0096.fcs,2019-10-03,CC118λPir,BM3R1-B2,pSeva231,2000,0.6647517085075378
1536,Huseyin2019-10-03.0101.fcs,2019-10-03,CC118λPir,BM3R1-B3,pSeva231,0,1.054133653640747
1537,Huseyin2019-10-03.0102.fcs,2019-10-03,CC118λPir,BM3R1-B3,pSeva231,5,0.8626503944396973
1538,Huseyin2019-10-03.0103.fcs,2019-10-03,CC118λPir,BM3R1-B3,pSeva231,10,0.8247250914573669
1539,Huseyin2019-10-03.0104.fcs,2019-10-03,CC118λPir,BM3R1-B3,pSeva231,20,0.7591956853866577
1540,Huseyin2019-10-03.0105.fcs,2019-10-03,CC118λPir,BM3R1-B3,pSeva231,30,0.7064303159713745
1541,Huseyin2019-10-03.0106.fcs,2019-10-03,CC118λPir,BM3R1-B3,pSeva231,40,0.664253830909729
1542,Huseyin2019-10-03.0107.fcs,2019-10-03,CC118λPir,BM3R1-B3,pSeva231,70,0.6400638222694397
1543,Huseyin2019-10-03.0108.fcs,2019-10-03,CC118λPir,BM3R1-B3,pSeva231,100,0.6450259685516357
1544,Huseyin2019-10-03.0109.fcs,2019-10-03,CC118λPir,BM3R1-B3,pSeva231,200,0.6636790633201599
1545,Huseyin2019-10-03.0110.fcs,2019-10-03,CC118λPir,BM3R1-B3,pSeva231,500,0.6511162519454956
1546,Huseyin2019-10-03.0111.fcs,2019-10-03,CC118λPir,BM3R1-B3,pSeva231,1000,0.6475968956947327
1547,Huseyin2019-10-03.0112.fcs,2019-10-03,CC118λPir,BM3R1-B3,pSeva231,2000,0.6796983480453491
1548,Huseyin2019-10-03.0113.fcs,2019-10-03,CC118λPir,HIyIIR-H1,pSeva231,0,0.6805729269981384
1549,Huseyin2019-10-03.0114.fcs,2019-10-03,CC118λPir,HIyIIR-H1,pSeva231,5,0.6624742746353149
1550,Huseyin2019-10-03.0115.fcs,2019-10-03,CC118λPir,HIyIIR-H1,pSeva231,10,0.6523048281669617
1551,Huseyin2019-10-03.0116.fcs,2019-10-03,CC118λPir,HIyIIR-H1,pSeva231,20,0.6600419878959656
1552,Huseyin2019-10-03.0117.fcs,2019-10-03,CC118λPir,HIyIIR-H1,pSeva231,30,0.6490396857261658
1553,Huseyin2019-10-03.0118.fcs,2019-10-03,CC118λPir,HIyIIR-H1,pSeva231,40,0.650117814540863
1554,Huseyin2019-10-03.0119.fcs,2019-10-03,CC118λPir,HIyIIR-H1,pSeva231,70,0.6425169110298157
1555,Huseyin2019-10-03.0120.fcs,2019-10-03,CC118λPir,HIyIIR-H1,pSeva231,100,0.6347665190696716
1556,Huseyin2019-10-03.0121.fcs,2019-10-03,CC118λPir,HIyIIR-H1,pSeva231,200,0.6581652760505676
1557,Huseyin2019-10-03.0122.fcs,2019-10-03,CC118λPir,HIyIIR-H1,pSeva231,500,0.650713324546814
1558,Huseyin2019-10-03.0123.fcs,2019-10-03,CC118λPir,HIyIIR-H1,pSeva231,1000,0.640565037727356
1559,Huseyin2019-10-03.0124.fcs,2019-10-03,CC118λPir,HIyIIR-H1,pSeva231,2000,0.6787490248680115
1560,Huseyin2019-10-03.0125.fcs,2019-10-03,CC118λPir,lcaRA-I1,pSeva231,0,2.9230918884277344
1561,Huseyin2019-10-03.0126.fcs,2019-10-03,CC118λPir,lcaRA-I1,pSeva231,5,1.6164014339447021
1562,Huseyin2019-10-03.0127.fcs,2019-10-03,CC118λPir,lcaRA-I1,pSeva231,10,1.203099250793457
1563,Huseyin2019-10-03.0128.fcs,2019-10-03,CC118λPir,lcaRA-I1,pSeva231,20,0.8245273232460022
1564,Huseyin2019-10-03.0129.fcs,2019-10-03,CC118λPir,lcaRA-I1,pSeva231,30,0.7880298495292664
1565,Huseyin2019-10-03.0130.fcs,2019-10-03,CC118λPir,lcaRA-I1,pSeva231,40,0.6731721758842468
1566,Huseyin2019-10-03.0131.fcs,2019-10-03,CC118λPir,lcaRA-I1,pSeva231,70,0.658836305141449
1567,Huseyin2019-10-03.0132.fcs,2019-10-03,CC118λPir,lcaRA-I1,pSeva231,100,0.6619114279747009
1568,Huseyin2019-10-03.0133.fcs,2019-10-03,CC118λPir,lcaRA-I1,pSeva231,200,0.650102436542511
1569,Huseyin2019-10-03.0134.fcs,2019-10-03,CC118λPir,lcaRA-I1,pSeva231,500,0.674506664276123
1570,Huseyin2019-10-03.0135.fcs,2019-10-03,CC118λPir,lcaRA-I1,pSeva231,1000,0.6543967127799988
1571,Huseyin2019-10-03.0136.fcs,2019-10-03,CC118λPir,lcaRA-I1,pSeva231,2000,0.6915770769119263
1572,Huseyin2019-10-03.0137.fcs,2019-10-03,CC118λPir,LitR-L1,pSeva231,0,3.1443727016448975
1573,Huseyin2019-10-03.0138.fcs,2019-10-03,CC118λPir,LitR-L1,pSeva231,5,0.8579337000846863
1574,Huseyin2019-10-03.0139.fcs,2019-10-03,CC118λPir,LitR-L1,pSeva231,10,0.7665837407112122
1575,Huseyin2019-10-03.0140.fcs,2019-10-03,CC118λPir,LitR-L1,pSeva231,20,0.716853678226471
1576,Huseyin2019-10-03.0141.fcs,2019-10-03,CC118λPir,LitR-L1,pSeva231,30,0.7454793453216553
1577,Huseyin2019-10-03.0142.fcs,2019-10-03,CC118λPir,LitR-L1,pSeva231,40,0.6781899333000183
1578,Huseyin2019-10-03.0143.fcs,2019-10-03,CC118λPir,LitR-L1,pSeva231,70,0.7125813364982605
1579,Huseyin2019-10-03.0144.fcs,2019-10-03,CC118λPir,LitR-L1,pSeva231,100,0.6986563205718994
1580,Huseyin2019-10-03.0145.fcs,2019-10-03,CC118λPir,LitR-L1,pSeva231,200,0.6791983246803284
1581,Huseyin2019-10-03.0146.fcs,2019-10-03,CC118λPir,LitR-L1,pSeva231,500,0.6769682168960571
1582,Huseyin2019-10-03.0147.fcs,2019-10-03,CC118λPir,LitR-L1,pSeva231,1000,0.6940078139305115
1583,Huseyin2019-10-03.0148.fcs,2019-10-03,CC118λPir,LitR-L1,pSeva231,2000,0.7399645447731018
1584,Huseyin2019-10-03.0149.fcs,2019-10-03,CC118λPir,LmrA-N1,pSeva231,0,1.985444188117981
1585,Huseyin2019-10-03.0150.fcs,2019-10-03,CC118λPir,LmrA-N1,pSeva231,5,1.049688458442688
1586,Huseyin2019-10-03.0151.fcs,2019-10-03,CC118λPir,LmrA-N1,pSeva231,10,0.9550060033798218
1587,Huseyin2019-10-03.0152.fcs,2019-10-03,CC118λPir,LmrA-N1,pSeva231,20,0.7232824563980103
1588,Huseyin2019-10-03.0153.fcs,2019-10-03,CC118λPir,LmrA-N1,pSeva231,30,0.6751691699028015
1589,Huseyin2019-10-03.0154.fcs,2019-10-03,CC118λPir,LmrA-N1,pSeva231,40,0.6652884483337402
1590,Huseyin2019-10-03.0155.fcs,2019-10-03,CC118λPir,LmrA-N1,pSeva231,70,0.6348760724067688
1591,Huseyin2019-10-03.0156.fcs,2019-10-03,CC118λPir,LmrA-N1,pSeva231,100,0.6415409445762634
1592,Huseyin2019-10-03.0157.fcs,2019-10-03,CC118λPir,LmrA-N1,pSeva231,200,0.6509014368057251
1593,Huseyin2019-10-03.0158.fcs,2019-10-03,CC118λPir,LmrA-N1,pSeva231,500,0.6376241445541382
1594,Huseyin2019-10-03.0159.fcs,2019-10-03,CC118λPir,LmrA-N1,pSeva231,1000,0.650930643081665
1595,Huseyin2019-10-03.0160.fcs,2019-10-03,CC118λPir,LmrA-N1,pSeva231,2000,0.6902056336402893
1596,Huseyin2019-10-03.0161.fcs,2019-10-03,CC118λPir,PhIF-P1,pSeva231,0,1.0411577224731445
1597,Huseyin2019-10-03.0162.fcs,2019-10-03,CC118λPir,PhIF-P1,pSeva231,5,0.6714156270027161
1598,Huseyin2019-10-03.0163.fcs,2019-10-03,CC118λPir,PhIF-P1,pSeva231,10,0.6686925888061523
1599,Huseyin2019-10-03.0164.fcs,2019-10-03,CC118λPir,PhIF-P1,pSeva231,20,0.6270875334739685
1600,Huseyin2019-10-03.0165.fcs,2019-10-03,CC118λPir,PhIF-P1,pSeva231,30,0.6579726934432983
1601,Huseyin2019-10-03.0166.fcs,2019-10-03,CC118λPir,PhIF-P1,pSeva231,40,0.6332976222038269
1602,Huseyin2019-10-03.0167.fcs,2019-10-03,CC118λPir,PhIF-P1,pSeva231,70,0.6534965634346008
1603,Huseyin2019-10-03.0168.fcs,2019-10-03,CC118λPir,PhIF-P1,pSeva231,100,0.6384861469268799
1604,Huseyin2019-10-03.0169.fcs,2019-10-03,CC118λPir,PhIF-P1,pSeva231,200,0.6288923621177673
1605,Huseyin2019-10-03.0170.fcs,2019-10-03,CC118λPir,PhIF-P1,pSeva231,500,0.6224122643470764
1606,Huseyin2019-10-03.0171.fcs,2019-10-03,CC118λPir,PhIF-P1,pSeva231,1000,0.6246099472045898
1607,Huseyin2019-10-03.0172.fcs,2019-10-03,CC118λPir,PhIF-P1,pSeva231,2000,0.6424251794815063
1608,Huseyin2019-10-03.0173.fcs,2019-10-03,CC118λPir,PhIF-P2,pSeva231,0,7.347326278686523
1609,Huseyin2019-10-03.0174.fcs,2019-10-03,CC118λPir,PhIF-P2,pSeva231,5,3.9830775260925293
1610,Huseyin2019-10-03.0175.fcs,2019-10-03,CC118λPir,PhIF-P2,pSeva231,10,3.437037944793701
1611,Huseyin2019-10-03.0176.fcs,2019-10-03,CC118λPir,PhIF-P2,pSeva231,20,1.2607377767562866
1612,Huseyin2019-10-03.0177.fcs,2019-10-03,CC118λPir,PhIF-P2,pSeva231,30,1.0179011821746826
1613,Huseyin2019-10-03.0178.fcs,2019-10-03,CC118λPir,PhIF-P2,pSeva231,40,0.7010341882705688
1614,Huseyin2019-10-03.0179.fcs,2019-10-03,CC118λPir,PhIF-P2,pSeva231,70,0.6535323262214661
1615,Huseyin2019-10-03.0180.fcs,2019-10-03,CC118λPir,PhIF-P2,pSeva231,100,0.6310367584228516
1616,Huseyin2019-10-03.0181.fcs,2019-10-03,CC118λPir,PhIF-P2,pSeva231,200,0.6258870959281921
1617,Huseyin2019-10-03.0182.fcs,2019-10-03,CC118λPir,PhIF-P2,pSeva231,500,0.635367751121521
1618,Huseyin2019-10-03.0183.fcs,2019-10-03,CC118λPir,PhIF-P2,pSeva231,1000,0.639950156211853
1619,Huseyin2019-10-03.0184.fcs,2019-10-03,CC118λPir,PhIF-P2,pSeva231,2000,0.6583916544914246
1620,Huseyin2019-10-03.0185.fcs,2019-10-03,CC118λPir,PhIF-P3,pSeva231,0,7.813672065734863
1621,Huseyin2019-10-03.0186.fcs,2019-10-03,CC118λPir,PhIF-P3,pSeva231,5,4.217231273651123
1622,Huseyin2019-10-03.0187.fcs,2019-10-03,CC118λPir,PhIF-P3,pSeva231,10,3.5678799152374268
1623,Huseyin2019-10-03.0188.fcs,2019-10-03,CC118λPir,PhIF-P3,pSeva231,20,2.192737340927124
1624,Huseyin2019-10-03.0189.fcs,2019-10-03,CC118λPir,PhIF-P3,pSeva231,30,1.6246731281280518
1625,Huseyin2019-10-03.0190.fcs,2019-10-03,CC118λPir,PhIF-P3,pSeva231,40,0.9485385417938232
1626,Huseyin2019-10-03.0191.fcs,2019-10-03,CC118λPir,PhIF-P3,pSeva231,70,0.738791823387146
1627,Huseyin2019-10-03.0192.fcs,2019-10-03,CC118λPir,PhIF-P3,pSeva231,100,0.7070362567901611
1628,Huseyin2019-10-03.0193.fcs,2019-10-03,CC118λPir,PhIF-P3,pSeva231,200,0.6872304677963257
1629,Huseyin2019-10-03.0194.fcs,2019-10-03,CC118λPir,PhIF-P3,pSeva231,500,0.6893640160560608
1630,Huseyin2019-10-03.0195.fcs,2019-10-03,CC118λPir,PhIF-P3,pSeva231,1000,0.6672989130020142
1631,Huseyin2019-10-03.0196.fcs,2019-10-03,CC118λPir,PhIF-P3,pSeva231,2000,0.6809423565864563
1632,Huseyin2019-10-03.0201.fcs,2019-10-03,CC118λPir,PsrA-R1,pSeva231,0,6.378666400909424
1633,Huseyin2019-10-03.0202.fcs,2019-10-03,CC118λPir,PsrA-R1,pSeva231,5,3.643686294555664
1634,Huseyin2019-10-03.0203.fcs,2019-10-03,CC118λPir,PsrA-R1,pSeva231,10,2.2912771701812744
1635,Huseyin2019-10-03.0204.fcs,2019-10-03,CC118λPir,PsrA-R1,pSeva231,20,1.2139583826065063
1636,Huseyin2019-10-03.0205.fcs,2019-10-03,CC118λPir,PsrA-R1,pSeva231,30,0.8482468128204346
1637,Huseyin2019-10-03.0206.fcs,2019-10-03,CC118λPir,PsrA-R1,pSeva231,40,0.802515983581543
1638,Huseyin2019-10-03.0207.fcs,2019-10-03,CC118λPir,PsrA-R1,pSeva231,70,0.7294341325759888
1639,Huseyin2019-10-03.0208.fcs,2019-10-03,CC118λPir,PsrA-R1,pSeva231,100,0.6587982773780823
1640,Huseyin2019-10-03.0209.fcs,2019-10-03,CC118λPir,PsrA-R1,pSeva231,200,0.6553874015808105
1641,Huseyin2019-10-03.0210.fcs,2019-10-03,CC118λPir,PsrA-R1,pSeva231,500,0.6310069561004639
1642,Huseyin2019-10-03.0211.fcs,2019-10-03,CC118λPir,PsrA-R1,pSeva231,1000,0.6123085021972656
1643,Huseyin2019-10-03.0212.fcs,2019-10-03,CC118λPir,PsrA-R1,pSeva231,2000,0.6629311442375183
1644,Huseyin2019-10-03.0213.fcs,2019-10-03,CC118λPir,QacR-Q1,pSeva231,0,0.8602924942970276
1645,Huseyin2019-10-03.0214.fcs,2019-10-03,CC118λPir,QacR-Q1,pSeva231,5,0.8240575790405273
1646,Huseyin2019-10-03.0215.fcs,2019-10-03,CC118λPir,QacR-Q1,pSeva231,10,0.8331372737884521
1647,Huseyin2019-10-03.0216.fcs,2019-10-03,CC118λPir,QacR-Q1,pSeva231,20,0.8472246527671814
1648,Huseyin2019-10-03.0217.fcs,2019-10-03,CC118λPir,QacR-Q1,pSeva231,30,0.8154065608978271
1649,Huseyin2019-10-03.0218.fcs,2019-10-03,CC118λPir,QacR-Q1,pSeva231,40,0.8465148210525513
1650,Huseyin2019-10-03.0219.fcs,2019-10-03,CC118λPir,QacR-Q1,pSeva231,70,0.8877260684967041
1651,Huseyin2019-10-03.0220.fcs,2019-10-03,CC118λPir,QacR-Q1,pSeva231,100,0.774101972579956
1652,Huseyin2019-10-03.0221.fcs,2019-10-03,CC118λPir,QacR-Q1,pSeva231,200,0.5990977883338928
1653,Huseyin2019-10-03.0222.fcs,2019-10-03,CC118λPir,QacR-Q1,pSeva231,500,0.5875047445297241
1654,Huseyin2019-10-03.0223.fcs,2019-10-03,CC118λPir,QacR-Q1,pSeva231,1000,0.5673508644104004
1655,Huseyin2019-10-03.0224.fcs,2019-10-03,CC118λPir,QacR-Q1,pSeva231,2000,0.6484971046447754
1656,Huseyin2019-10-03.0225.fcs,2019-10-03,CC118λPir,QacR-Q2,pSeva231,0,3.982409954071045
1657,Huseyin2019-10-03.0226.fcs,2019-10-03,CC118λPir,QacR-Q2,pSeva231,5,2.73298716545105
1658,Huseyin2019-10-03.0227.fcs,2019-10-03,CC118λPir,QacR-Q2,pSeva231,10,2.275428295135498
1659,Huseyin2019-10-03.0228.fcs,2019-10-03,CC118λPir,QacR-Q2,pSeva231,20,1.1403769254684448
1660,Huseyin2019-10-03.0229.fcs,2019-10-03,CC118λPir,QacR-Q2,pSeva231,30,0.7573484778404236
1661,Huseyin2019-10-03.0230.fcs,2019-10-03,CC118λPir,QacR-Q2,pSeva231,40,0.6970917582511902
1662,Huseyin2019-10-03.0231.fcs,2019-10-03,CC118λPir,QacR-Q2,pSeva231,70,0.6382331848144531
1663,Huseyin2019-10-03.0232.fcs,2019-10-03,CC118λPir,QacR-Q2,pSeva231,100,0.6377143859863281
1664,Huseyin2019-10-03.0233.fcs,2019-10-03,CC118λPir,QacR-Q2,pSeva231,200,0.6480705738067627
1665,Huseyin2019-10-03.0234.fcs,2019-10-03,CC118λPir,QacR-Q2,pSeva231,500,0.6543045043945312
1666,Huseyin2019-10-03.0235.fcs,2019-10-03,CC118λPir,QacR-Q2,pSeva231,1000,0.6464657187461853
1667,Huseyin2019-10-03.0236.fcs,2019-10-03,CC118λPir,QacR-Q2,pSeva231,2000,0.6699236631393433
1668,Huseyin2019-10-03.0237.fcs,2019-10-03,CC118λPir,SrpR-S1,pSeva231,0,0.8986852765083313
1669,Huseyin2019-10-03.0238.fcs,2019-10-03,CC118λPir,SrpR-S1,pSeva231,5,0.6705814003944397
1670,Huseyin2019-10-03.0239.fcs,2019-10-03,CC118λPir,SrpR-S1,pSeva231,10,0.6612643599510193
1671,Huseyin2019-10-03.0240.fcs,2019-10-03,CC118λPir,SrpR-S1,pSeva231,20,0.6369237303733826
1672,Huseyin2019-10-03.0241.fcs,2019-10-03,CC118λPir,SrpR-S1,pSeva231,30,0.6797972321510315
1673,Huseyin2019-10-03.0242.fcs,2019-10-03,CC118λPir,SrpR-S1,pSeva231,40,0.6761336326599121
1674,Huseyin2019-10-03.0243.fcs,2019-10-03,CC118λPir,SrpR-S1,pSeva231,70,0.6612643599510193
1675,Huseyin2019-10-03.0244.fcs,2019-10-03,CC118λPir,SrpR-S1,pSeva231,100,0.6633601784706116
1676,Huseyin2019-10-03.0245.fcs,2019-10-03,CC118λPir,SrpR-S1,pSeva231,200,0.6866121292114258
1677,Huseyin2019-10-03.0246.fcs,2019-10-03,CC118λPir,SrpR-S1,pSeva231,500,0.6912835240364075
1678,Huseyin2019-10-03.0247.fcs,2019-10-03,CC118λPir,SrpR-S1,pSeva231,1000,0.6884856820106506
1679,Huseyin2019-10-03.0248.fcs,2019-10-03,CC118λPir,SrpR-S1,pSeva231,2000,0.7177383303642273
1680,Huseyin2019-10-03.0249.fcs,2019-10-03,CC118λPir,SrpR-S2,pSeva231,0,2.2069950103759766
1681,Huseyin2019-10-03.0250.fcs,2019-10-03,CC118λPir,SrpR-S2,pSeva231,5,1.1432712078094482
1682,Huseyin2019-10-03.0251.fcs,2019-10-03,CC118λPir,SrpR-S2,pSeva231,10,0.8777993321418762
1683,Huseyin2019-10-03.0252.fcs,2019-10-03,CC118λPir,SrpR-S2,pSeva231,20,0.6511130928993225
1684,Huseyin2019-10-03.0253.fcs,2019-10-03,CC118λPir,SrpR-S2,pSeva231,30,0.6818414330482483
1685,Huseyin2019-10-03.0254.fcs,2019-10-03,CC118λPir,SrpR-S2,pSeva231,40,0.6501883864402771
1686,Huseyin2019-10-03.0255.fcs,2019-10-03,CC118λPir,SrpR-S2,pSeva231,70,0.6523760557174683
1687,Huseyin2019-10-03.0256.fcs,2019-10-03,CC118λPir,SrpR-S2,pSeva231,100,0.6467397809028625
1688,Huseyin2019-10-03.0257.fcs,2019-10-03,CC118λPir,SrpR-S2,pSeva231,200,0.6623265743255615
1689,Huseyin2019-10-03.0258.fcs,2019-10-03,CC118λPir,SrpR-S2,pSeva231,500,0.6742677688598633
1690,Huseyin2019-10-03.0259.fcs,2019-10-03,CC118λPir,SrpR-S2,pSeva231,1000,0.6859226226806641
1691,Huseyin2019-10-03.0260.fcs,2019-10-03,CC118λPir,SrpR-S2,pSeva231,2000,0.7222233414649963
1692,Huseyin2019-10-03.0261.fcs,2019-10-03,CC118λPir,SrpR-S3,pSeva231,0,2.3788580894470215
1693,Huseyin2019-10-03.0262.fcs,2019-10-03,CC118λPir,SrpR-S3,pSeva231,5,1.0794157981872559
1694,Huseyin2019-10-03.0263.fcs,2019-10-03,CC118λPir,SrpR-S3,pSeva231,10,1.1627931594848633
1695,Huseyin2019-10-03.0264.fcs,2019-10-03,CC118λPir,SrpR-S3,pSeva231,20,0.7037190794944763
1696,Huseyin2019-10-03.0265.fcs,2019-10-03,CC118λPir,SrpR-S3,pSeva231,30,0.7214406132698059
1697,Huseyin2019-10-03.0266.fcs,2019-10-03,CC118λPir,SrpR-S3,pSeva231,40,0.6534408926963806
1698,Huseyin2019-10-03.0267.fcs,2019-10-03,CC118λPir,SrpR-S3,pSeva231,70,0.6676617860794067
1699,Huseyin2019-10-03.0268.fcs,2019-10-03,CC118λPir,SrpR-S3,pSeva231,100,0.6472069025039673
1700,Huseyin2019-10-03.0269.fcs,2019-10-03,CC118λPir,SrpR-S3,pSeva231,200,0.6859302520751953
1701,Huseyin2019-10-03.0270.fcs,2019-10-03,CC118λPir,SrpR-S3,pSeva231,500,0.6742891669273376
1702,Huseyin2019-10-03.0271.fcs,2019-10-03,CC118λPir,SrpR-S3,pSeva231,1000,0.6795803904533386
1703,Huseyin2019-10-03.0272.fcs,2019-10-03,CC118λPir,SrpR-S3,pSeva231,2000,0.7175857424736023
1704,Huseyin2019-10-03.0273.fcs,2019-10-03,CC118λPir,SrpR-S4,pSeva231,0,0.683477520942688
1705,Huseyin2019-10-03.0274.fcs,2019-10-03,CC118λPir,SrpR-S4,pSeva231,5,0.658556342124939
1706,Huseyin2019-10-03.0275.fcs,2019-10-03,CC118λPir,SrpR-S4,pSeva231,10,0.679512619972229
1707,Huseyin2019-10-03.0276.fcs,2019-10-03,CC118λPir,SrpR-S4,pSeva231,20,0.6458300352096558
1708,Huseyin2019-10-03.0277.fcs,2019-10-03,CC118λPir,SrpR-S4,pSeva231,30,0.6399878263473511
1709,Huseyin2019-10-03.0278.fcs,2019-10-03,CC118λPir,SrpR-S4,pSeva231,40,0.6593279242515564
1710,Huseyin2019-10-03.0279.fcs,2019-10-03,CC118λPir,SrpR-S4,pSeva231,70,0.6581637263298035
1711,Huseyin2019-10-03.0280.fcs,2019-10-03,CC118λPir,SrpR-S4,pSeva231,100,0.6543622016906738
1712,Huseyin2019-10-03.0281.fcs,2019-10-03,CC118λPir,SrpR-S4,pSeva231,200,0.6607928276062012
1713,Huseyin2019-10-03.0282.fcs,2019-10-03,CC118λPir,SrpR-S4,pSeva231,500,0.6500868201255798
1714,Huseyin2019-10-03.0283.fcs,2019-10-03,CC118λPir,SrpR-S4,pSeva231,1000,0.6529635787010193
1715,Huseyin2019-10-03.0284.fcs,2019-10-03,CC118λPir,SrpR-S4,pSeva231,2000,0.6990014314651489
1728,Huseyin2019-10-04.0001.fcs,2019-10-04,KT 2440,1201,pSeva251,0,1.0931270122528076
