,strain,plasmid,backbone,iptg,log_mean_gfp,log_mean_v_x,log_std_gfp,log_std_v,log_rho,fit_goodness,std_gfp_correct,rrpu,median_yfp,newstandard
525,DH5alpha,Srpr_s2,pAN,500,-0.18325680044179776,2.5283725405505963,0.4425632218359776,0.8244882102658208,0.11486080236152794,0.9885029276800358,0.4396341598186149,-0.15516953153205992,0.06,-0.4306195263946621
526,DH5alpha,Srpr_s2,pAN,1000,-0.19681152163173216,2.5229723433659323,0.456824360382962,0.8413486390757428,0.12158266567963275,0.9842285199293695,0.4534353217109781,-0.16638098971494228,0.06,-0.44582462494609054
527,DH5alpha,Srpr_s2,pAN,2000,-0.13281111379922395,2.9792600357203387,0.4547819650403279,0.8923549268943978,0.18742917433630726,0.9888760751234582,0.4467223735317686,-0.13236466597362354,0.11,-0.399160278086192
528,DH5alpha,Srpr_s3,pAN,1,0.9622857920286114,2.790567645436252,0.6302882172486636,0.7758850596011655,0.3767708669559029,0.9848633029012436,0.583840066343093,1.0214691497689201,1.82,2.6290638580806482
529,DH5alpha,Srpr_s3,pAN,5,0.3874586956138547,2.511535540379373,0.5602956577973479,0.7503900505879979,0.37207287632049935,0.9900055377597968,0.5200684018583758,0.5186987800639219,0.76,0.8811253999465969
530,DH5alpha,Srpr_s3,pAN,10,0.1257717719609394,2.6163323208303098,0.4934467537869428,0.8016306816294396,0.36226970990563423,0.991350851607504,0.4599285496590284,0.20774560688554178,0.52,0.16607385487379142
531,DH5alpha,Srpr_s3,pAN,20,-0.11318102017961283,2.5954498592978195,0.4383439596591036,0.8184493937444842,0.2017864760726642,0.987230742704611,0.42932702148388985,-0.07119658307389697,0.16,-0.3111489689954646
532,DH5alpha,Srpr_s3,pAN,30,-0.19807646303799875,2.533742720604296,0.4266953567017448,0.8359282093958671,0.13884661154336347,0.991500780946012,0.4225623423611857,-0.16616981969044892,0.08,-0.44553980627729534
533,DH5alpha,Srpr_s3,pAN,40,-0.20403226418283585,2.558035129042004,0.4330439234193733,0.8426500844152921,0.11821475100711425,0.9874705187912768,0.4300074422147498,-0.17815831927903725,0.08,-0.4616146292930721
534,DH5alpha,Srpr_s3,pAN,70,-0.2077321064254348,2.552257524125631,0.4285376205208896,0.8338494056125745,0.09358783659041024,0.9885941428604169,0.4266567804229289,-0.18696964054907486,0.05,-0.47330705405842916
535,DH5alpha,Srpr_s3,pAN,100,-0.2162428019476696,2.5403036418006057,0.4269407894095412,0.8478679603223084,0.10831759620314693,0.9891596950107616,0.4244288151573069,-0.19204591408749283,0.06,-0.4799965280959912
536,DH5alpha,Srpr_s3,pAN,200,-0.2195134190526168,2.51050948345818,0.4240074526700957,0.8352684028603045,0.09749717770890634,0.9906201398333541,0.4219873969471503,-0.19608246063937426,0.07,-0.4852916739408883
537,DH5alpha,Srpr_s3,pAN,500,-0.2271565248649896,2.531964667767925,0.4264229492904377,0.8322330731854639,0.09998674139224528,0.9879329848280124,0.4242860456256184,-0.20400141744054276,0.06,-0.49561787722095707
538,DH5alpha,Srpr_s3,pAN,1000,-0.21380754862622545,2.589922857767569,0.4332213566028661,0.8631688748407373,0.09034881438609356,0.9895319265611168,0.431449560345934,-0.1959408282603475,0.06,-0.4851062420414983
539,DH5alpha,Srpr_s3,pAN,2000,-0.1869572998775201,2.858559862236147,0.4354092873336885,0.8400823572978547,0.125792612270925,0.9846986848578256,0.4319506398850421,-0.17878323146948952,0.11,-0.46244727223071874
540,DH5alpha,Srpr_s4,pAN,1,0.9175913609348167,2.848934447614932,0.5919517134342892,0.7678768713906267,0.5051235699343016,0.9860651269495494,0.5108821692477141,0.970159675453112,1.51,2.4078203276195596
541,DH5alpha,Srpr_s4,pAN,5,0.6282938578449718,2.517126134007605,0.585416542085267,0.7465255040351481,0.466539998270346,0.9857519159979212,0.5178009910465567,0.7990778710475627,0.98,1.7470248582684678
542,DH5alpha,Srpr_s4,pAN,10,0.4668797451839626,2.5751654508453456,0.5749812303965255,0.7496865392271265,0.4536310735278614,0.9893582230649071,0.5124172752987491,0.6090975675469068,0.73,1.1342632041692724
543,DH5alpha,Srpr_s4,pAN,20,0.2286108741911274,2.5679745220548607,0.5485777389630342,0.7655981666030728,0.4151508284033939,0.9916123169457864,0.4990700232592162,0.35234629292232655,0.44,0.4710878295007907
544,DH5alpha,Srpr_s4,pAN,30,-0.11385558572193658,2.432028177820865,0.4482341493401367,0.80898152495958,0.26080836740463403,0.9937276991171858,0.43272103087189867,-0.034101546906420185,0.13,-0.25509270208448037
545,DH5alpha,Srpr_s4,pAN,40,-0.12982903134969465,2.6367175090444013,0.4528646663892088,0.8204681855487221,0.2188536695188336,0.9897002977799948,0.4418861811632653,-0.08788592100108156,0.11,-0.33569879925330387
546,DH5alpha,Srpr_s4,pAN,70,-0.16840032754363835,2.615835754441608,0.4416365440662859,0.8562770389647514,0.14929430358133314,0.9904017085330582,0.43668703713045454,-0.14005656721464294,0.07,-0.4098515142483015
547,DH5alpha,Srpr_s4,pAN,100,-0.1652451610841244,2.6063775462058345,0.4506071368137124,0.8587832332312909,0.14955049898772824,0.9895373670313868,0.4455396489975083,-0.1356184080305735,0.07,-0.40369280299278587
548,DH5alpha,Srpr_s4,pAN,200,-0.1223820092445281,2.5663007488560496,0.4678307775707558,0.8642002835956641,0.21300353750593384,0.9921965404023276,0.4570947293005745,-0.07422538063936318,0.12,-0.3156347813969283
549,DH5alpha,Srpr_s4,pAN,500,-0.17128076681043186,2.5754804102647584,0.449872772997262,0.8552136907736149,0.14279391113153966,0.99122105668458,0.445262676231241,-0.14059992500105664,0.07,-0.4106036405727534
550,DH5alpha,Srpr_s4,pAN,1000,-0.15022875721356055,2.6500262451867167,0.44825023635067146,0.8181445010511004,0.13191259350517304,0.9917131246463384,0.4443331352527833,-0.1260962174052902,0.09,-0.3903865255265672
551,DH5alpha,Srpr_s4,pAN,2000,-0.16486343052765726,2.895563732692356,0.4539920716353055,0.8801875708277124,0.15952204574184667,0.9881847939033048,0.44817841547884746,-0.1575923493760117,0.08,-0.4339198320392098
552,DH5alpha,1201,pSeva221,1,0.02090156428823637,2.8661414316360747,0.5455889325992925,0.8884516710633782,0.2537818718720889,0.9836046431112624,0.527727155827839,0.0011475088311393702,,0.01785046904497968
553,DH5alpha,1201,pSeva221,5,-0.06965957026571742,2.6853742920143584,0.5197467902286032,0.8384598776529055,0.21263797553305594,0.9897154185143991,0.507860727531663,-0.06254015232776533,,-0.002338656137430191
554,DH5alpha,1201,pSeva221,10,-0.013194600577629662,2.7736447452149995,0.5259887168391993,0.8680410677054143,0.2275895741973348,0.986778480048698,0.5121852734473253,-0.01791903872413596,,0.01167091981887159
555,DH5alpha,1201,pSeva221,20,-0.09025577332887608,2.6337611403671297,0.5274623205328427,0.8200191877121625,0.20852714958182605,0.9873205852031064,0.5158668940331151,-0.07608807314562575,,-0.006470018442827426
556,DH5alpha,1201,pSeva221,30,0.007434000714465037,2.8186570624336644,0.5667330151177362,0.8667883156168088,0.2568013723533052,0.9870955818526516,0.5477271716162166,-0.005875851927791456,,0.015560449594794055
557,DH5alpha,1201,pSeva221,40,-0.032870392611904206,2.7779882759851007,0.5346076563150061,0.8655872103178389,0.22283722748574888,0.9903994642024856,0.5211653029866463,-0.038183104942969795,,0.00523113065199189
558,DH5alpha,1201,pSeva221,70,-0.07272419316777556,2.6916790026454045,0.5160447994826113,0.863481284459328,0.18019332021738746,0.9900728169293004,0.5075977731689684,-0.06758656951612742,,-0.003884077820671618
559,DH5alpha,1201,pSeva221,100,-0.05104731803109228,2.746353304383232,0.5151802852205332,0.8729718301310181,0.2189394702355206,0.9881679235294965,0.5026812091607631,-0.05194743644376123,,0.0009307489837076445
560,DH5alpha,1201,pSeva221,200,-0.09567764081515144,2.6619544860839306,0.5140293399349837,0.8296967674390588,0.2049627628865857,0.9875041762006904,0.5031163796522606,-0.08584510436410256,,-0.009410890445258863
561,DH5alpha,1201,pSeva221,500,-0.09181338958005122,2.7091232301700354,0.5166072013003218,0.8406120367581579,0.1785727691477344,0.9882335693422879,0.5083036227478431,-0.08849215265878194,,-0.010203802801522423
562,DH5alpha,1201,pSeva221,1000,-0.0721520566008222,2.7466647392195718,0.5266775548999081,0.8133307308922311,0.2270600865115407,0.9907811459061264,0.512921132685907,-0.07322216665241436,,-0.0056007380043869084
563,DH5alpha,1201,pSeva221,2000,-0.08179359508059526,2.8172478430416072,0.5130186636108365,0.8615000894712896,0.23883090654923214,0.989793250807055,0.4981725042976197,-0.09286719251647689,,-0.011509735292763138
564,DH5alpha,1717,pSeva221,1,1.8311122908729576,2.8165100327673667,0.7114819341908961,0.7519218917076306,0.5207857661570451,0.985600041026416,0.6073831662340647,1.7931077378249607,,1.65426389462001
565,DH5alpha,1717,pSeva221,5,1.448029356672855,2.6876956850993445,0.7371442572122391,0.7451879735332299,0.4669717919369442,0.9869588169756792,0.6518361831465124,1.4719070830797105,,1.1148144520982395
566,DH5alpha,1717,pSeva221,10,1.5003596809183193,2.7147001025030106,0.756355785809211,0.7632194835576805,0.4766063768099467,0.986890251340879,0.6649250839075054,1.5120196945942133,,1.1731027761770132
567,DH5alpha,1717,pSeva221,20,0.8963233738914648,2.587310836294125,0.6889041129997318,0.7385030269698118,0.4356782033362132,0.9886962459369748,0.6200843115515488,0.9581296862010898,,0.5426287456596313
568,DH5alpha,1717,pSeva221,30,1.041934361190596,2.7363631488738327,0.7068403120095569,0.7560391202197053,0.4657549754090154,0.9876082258818086,0.6254926943545394,1.0432509870913775,,0.6183266223944685
569,DH5alpha,1717,pSeva221,40,1.0859414661325488,2.7466186641777326,0.7103369328236907,0.7675789744250534,0.4679908971490557,0.9891420953587589,0.6277483915708122,1.0828094023760353,,0.6557596882414464
570,DH5alpha,1717,pSeva221,70,1.9290061358080564,2.7729617030403917,0.7496609980001758,0.7561504621218884,0.5098536336626973,0.9855633676640304,0.6449042435965588,1.9120347492398955,,1.9022446219788869
571,DH5alpha,1717,pSeva221,100,1.6213313321242542,2.6781973910988643,0.7328195667787387,0.7614550402228956,0.4569334356336021,0.9884795258527976,0.6518436577197344,1.6482393556007315,,1.3894429146364013
572,DH5alpha,1717,pSeva221,200,0.9206873247986882,2.656584894645651,0.6748567260878024,0.7396753907277606,0.4481049339779489,0.9860013780270072,0.6033090681163469,0.9545397921054793,,0.5395757033818974
573,DH5alpha,1717,pSeva221,500,1.3676484879844777,2.7295618536842983,0.7293843617245606,0.7572535891733753,0.4459279182750137,0.9888659434708802,0.6528492403803346,1.3718684522899864,,0.9792371837259154
574,DH5alpha,1717,pSeva221,1000,1.5780478533803426,2.6906197892002957,0.736333004952587,0.749817694656862,0.4580618256238729,0.986060934505208,0.654541382233203,1.599984416230901,,1.3094140255850113
575,DH5alpha,1717,pSeva221,2000,1.3444444825357622,2.826626638469357,0.7134828977498407,0.7559775775950259,0.4627610400048468,0.9882652233085254,0.6324905041397592,1.3063426005953245,,0.8975081137729962
576,DH5alpha,1818,pSeva221,1,-0.08592238408671167,2.7743228805122264,0.498950448301297,0.8595027597298758,0.20888760670288206,0.988440866884244,0.487943429004585,-0.0901587876733925,,-0.010701960723984006
577,DH5alpha,1818,pSeva221,5,-0.09369271234218632,2.673630384389919,0.5078480367166441,0.8279934994780882,0.21722828875618666,0.9838212987125792,0.4957210460222353,-0.08493156090375259,,-0.009136754746236974
578,DH5alpha,1818,pSeva221,10,-0.04824485310470212,2.7540801522332887,0.5021776738184205,0.8494143618636079,0.2682836898007669,0.9858535013156896,0.4837678158444068,-0.050575378016441776,,0.0013567691344340308
579,DH5alpha,1818,pSeva221,20,0.00154832769615519,2.6116581546350957,0.5066715066346734,0.7602951771508539,0.33142345491209313,0.9887542332065946,0.4780355025980149,0.029759147188849314,,0.02734752253022339
580,DH5alpha,1818,pSeva221,30,0.36000174936448864,2.6352161838536334,0.6452091185987437,0.7726625371270834,0.38885989647180796,0.9912935368083916,0.5944291618554537,0.3938276149443811,,0.1752173834535587
581,DH5alpha,1818,pSeva221,40,0.7852678252946496,2.6863564142763408,0.6762463438264246,0.7635602718484841,0.4248191095661565,0.9860960207999436,0.6121911120209079,0.8052199990434633,,0.4218238360617259
582,DH5alpha,1818,pSeva221,70,1.6425947867582835,2.7917818305828144,0.7282161400074276,0.768279621755571,0.4864829380714231,0.9858456396620032,0.6362352155678953,1.6184346761087294,,1.33955793125573
583,DH5alpha,1818,pSeva221,100,2.092442774232637,2.707827659129213,0.7157695585299816,0.7464359215339831,0.4852861089929405,0.9827606378974858,0.6258369896706371,2.1071287686178173,,2.3786786849230794
584,DH5alpha,1818,pSeva221,200,1.5610136966598005,2.668530738760102,0.6878867424261994,0.7490661146261655,0.43819047658881183,0.9891200493825724,0.6183291088758901,1.5895262798988237,,1.2925729519755476
585,DH5alpha,1818,pSeva221,500,1.7060319177217564,2.5977047641893263,0.6919636700451045,0.7535913692831944,0.4345114557445689,0.9837167041423762,0.6232283626099472,1.7625598780437428,,1.5951865270330003
586,DH5alpha,1818,pSeva221,1000,2.105809035648188,2.678303682396721,0.6867882066022496,0.7252314876412674,0.491388050833968,0.9831239155612944,0.598151833181388,2.1342334662590754,,2.45253336421369
587,DH5alpha,1818,pSeva221,2000,2.2203969763793885,2.8115626852392532,0.7137819904030099,0.7821918850598097,0.4290853066327439,0.9792110611403398,0.6447335544179702,2.1921359322825142,,2.617173969581035
588,DH5alpha,Amer_f1,pSeva221,1,3.5169569230834536,2.8760757432436304,0.6763496177397664,0.7503236403103946,0.5309799808732552,0.9755096115468956,0.5731280904945206,3.4515333533226955,,10.001673943415883
589,DH5alpha,Amer_f1,pSeva221,5,2.9876494647795533,2.6929785405089213,0.6876858232857707,0.7384008698796791,0.4828386127537243,0.976726622522917,0.6022129085949888,3.008518140783846,,6.311330858334794
590,DH5alpha,Amer_f1,pSeva221,10,2.8694087332283376,2.667368410499196,0.7093802743401308,0.7478035720927647,0.4674550775446994,0.9762733836957584,0.6271040992820361,2.9013443051775605,,5.638467347917503
591,DH5alpha,Amer_f1,pSeva221,20,2.5271196091578645,2.679922626872425,0.7060335093382477,0.7329067248664546,0.4858592037534093,0.9812089813071918,0.6170994737152548,2.554951469127546,,3.8971512645188953
592,DH5alpha,Amer_f1,pSeva221,30,1.9737035249751331,2.6838105622453834,0.6944148309188379,0.748292741535328,0.4591559217593599,0.9868899135928756,0.6168873692211025,1.9973843364465917,,2.099292994305242
593,DH5alpha,Amer_f1,pSeva221,40,2.178639592175425,2.7373787689886164,0.7243282337981608,0.7445612109951483,0.467554943989829,0.9830277269841452,0.6402800914873518,2.1795529318177125,,2.5805801871889003
594,DH5alpha,Amer_f1,pSeva221,70,2.2022686130718685,2.7634780704748394,0.7225897354094113,0.7538951294724566,0.4861992384613096,0.9827448782233476,0.6314335841166672,2.19104183057253,,2.613973801976199
595,DH5alpha,Amer_f1,pSeva221,100,1.9845463626988784,2.751483800477481,0.7222139262621945,0.7521961104712699,0.500745307745369,0.9820966264306448,0.6251445268571377,1.9787302834058935,,2.0547784561599616
596,DH5alpha,Amer_f1,pSeva221,200,1.1771175443682664,2.6436081958464794,0.6885784226137173,0.7416663060544716,0.4895070547244125,0.987990755490606,0.6004399278521318,1.2206458936491764,,0.7983916849326099
597,DH5alpha,Amer_f1,pSeva221,500,1.221043817208788,2.6890501743598034,0.7066157137094189,0.7550962448217398,0.4813406094506659,0.9860082665186064,0.6193724418623234,1.2437172539117716,,0.8242459703765338
598,DH5alpha,Amer_f1,pSeva221,1000,1.6221633819260126,2.750620107859929,0.7051403260573272,0.7488563083644167,0.5067393044714813,0.982675042272514,0.6079010118588398,1.61680331338919,,1.336870151780937
599,DH5alpha,Amer_f1,pSeva221,2000,1.723661800425755,2.9376007939971114,0.7138913328356706,0.7786964788423769,0.4884300033170986,0.9810354123138908,0.6229437744408912,1.634905211437335,,1.366941273388638
600,DH5alpha,Amtr_a1,pSeva221,1,0.7083659949046839,2.8830113191321662,0.6802720009695237,0.778374161594808,0.4879117186559148,0.9843505595363669,0.5938046542400927,0.647121916635588,0.36,0.31490089501559326
601,DH5alpha,Amtr_a1,pSeva221,5,-0.010090480923134046,2.6329424607557432,0.5037561863578031,0.7809440007916679,0.3619881386249744,0.9899642701742876,0.4695928022961812,0.014764721317055508,0.03,0.022336548021064773
602,DH5alpha,Amtr_a1,pSeva221,10,-0.03785451344242121,2.674281765383291,0.4964279478282411,0.8151835042153287,0.2845909697044265,0.9905015027115992,0.4759001751149378,-0.026571207806474987,0.02,0.008905344653917001
603,DH5alpha,Amtr_a1,pSeva221,20,-0.09980294455509736,2.7185227285263567,0.4973209792415211,0.8334873477995692,0.22373874521868106,0.9879786383717556,0.4847134718105025,-0.09701760931929615,0.01,-0.012743348788228767
604,DH5alpha,Amtr_a1,pSeva221,30,-0.11658707162439955,2.7176519958797236,0.4884630472246537,0.8362832537209396,0.2400240509513501,0.9884932325982776,0.4741837784543624,-0.11353996063809146,0.0,-0.017603780494106484
605,DH5alpha,Amtr_a1,pSeva221,40,-0.0890103933493179,2.741410754127826,0.5003021028219246,0.8532374105628839,0.2739921612713647,0.9867108979000642,0.4811565044278638,-0.08933556072432863,0.01,-0.010456001600307786
606,DH5alpha,Amtr_a1,pSeva221,70,-0.02858272097459537,2.8531885997529574,0.5368992886565314,0.8832985060854381,0.394303262262482,0.9898669677618408,0.493399911886051,-0.0558577320135012,0.03,-0.00028018457775288205
607,DH5alpha,Amtr_a1,pSeva221,100,-0.12580160571383506,2.7741042009520163,0.5274077134017725,0.874907256353012,0.4765082691799654,0.984702890821626,0.4636810335434158,-0.1357740688366235,0.01,-0.02401899016308546
608,DH5alpha,Amtr_a1,pSeva221,200,-0.19209935654671728,2.703203476840984,0.4676173436161929,0.7516501661331026,0.48991194421849393,0.9807994332885536,0.4076556711891669,-0.1810712485261529,-0.02,-0.036655474197992303
609,DH5alpha,Amtr_a1,pSeva221,500,-0.05237298907255804,2.7459115761995907,0.5377416649735287,0.689509096658282,0.5443656897344079,0.9746246189266152,0.4510835293902836,-0.055143065981595074,0.02,-5.922151496510819e-05
610,DH5alpha,Amtr_a1,pSeva221,1000,-0.009549538637222578,2.751362138044496,0.5849133301317716,0.6828729099028623,0.5603859945819006,0.9754339919739836,0.4844436869760748,-0.01529768286133709,0.02,0.012513542676377469
611,DH5alpha,Amtr_a1,pSeva221,2000,0.07793198955751884,2.7832314732787933,0.5765514767237058,0.7088195741519684,0.5644542864791416,0.9722254437114686,0.4759226778760405,0.057801781461108204,0.07,0.03692313806154098
612,DH5alpha,Beti_e1,pSeva221,1,2.4964076998174094,2.9902330343967747,0.6764906269043424,0.779057771938377,0.5274623360545936,0.979863574102056,0.5747318348902031,2.3815153253246755,3.38,3.227353054356231
613,DH5alpha,Beti_e1,pSeva221,5,1.3530712116777994,2.6878134313810285,0.6789812939431609,0.7477578401364391,0.4860178091446782,0.9854725269614188,0.5933949586070831,1.375831318303248,0.92,0.9843538270694342
614,DH5alpha,Beti_e1,pSeva221,10,1.0144730994659223,2.74967709140039,0.6442037181977363,0.7346215052690492,0.5004631296115735,0.987437020633086,0.5577244264242763,1.0099570314341142,0.57,0.5879489873674467
615,DH5alpha,Beti_e1,pSeva221,20,0.08073431898424709,2.7391453424000374,0.5015094944127421,0.7808241026539583,0.41306033499911066,0.9854316749163494,0.4567265329986483,0.08079837093342024,0.07,0.044978585923534695
616,DH5alpha,Beti_e1,pSeva221,30,-0.0047527480075573135,2.8572297439214145,0.4986374742379357,0.8107492569831396,0.3657544980429973,0.9828388114962348,0.4640875648831431,-0.031261648333159184,0.03,0.007416066445341906
617,DH5alpha,Beti_e1,pSeva221,40,-0.07612013857560042,2.8041611110423585,0.5017033401303964,0.8496703680224078,0.3063635637278025,0.9837910834907746,0.4775787240949072,-0.08783768313452534,0.01,-0.010007954438051022
618,DH5alpha,Beti_e1,pSeva221,70,-0.06476260086673354,2.7217782867502547,0.4782037898754397,0.8230563934082763,0.3590391049347207,0.9852372265423875,0.4463183649050014,-0.06108937863529422,0.02,-0.0018929240014727755
619,DH5alpha,Beti_e1,pSeva221,100,0.06301003752354654,2.8457160987886225,0.5188343871864661,0.7966826496987929,0.4343626660585039,0.9850898109102249,0.4673338855971091,0.03293203841100196,0.06,0.02841753448935964
620,DH5alpha,Beti_e1,pSeva221,200,0.00638070497998296,2.785249415146039,0.5384247561403405,0.8157097483869472,0.4057488737851469,0.9854276557243632,0.4921119360735016,-0.005902331968663271,0.04,0.015551845977194903
621,DH5alpha,Beti_e1,pSeva221,500,-0.006412013270628804,2.5583530820883915,0.5029881591936622,0.8179284762477007,0.4380923401374066,0.9852947927934336,0.4521511338055373,0.04235964245565283,0.03,0.03161696271182754
622,DH5alpha,Beti_e1,pSeva221,1000,0.09912584613032194,2.845216041908338,0.5308486090419553,0.8004797421877122,0.486765207800894,0.9828780279308884,0.4637136960794872,0.06496365945331802,0.07,0.03941203017439295
623,DH5alpha,Beti_e1,pSeva221,2000,0.17249114122853185,2.9326392471309615,0.5387466735379041,0.8280567999742414,0.5463053807886261,0.981305645975335,0.4512467110285215,0.10380248602580741,0.11,0.053224156679819154
624,DH5alpha,Bm3r1_b1,pSeva221,1,0.0034369496986271504,3.058816555974186,0.5457689994130516,0.9041296829009168,0.32496306861330915,0.9848687079694124,0.5161483185122842,-0.05922264031484632,0.05,-0.0013184397454684676
625,DH5alpha,Bm3r1_b1,pSeva221,5,-0.07467874628344598,2.796949437245397,0.5234669102764145,0.8612694452012227,0.2901616016748273,0.98700193266535,0.500946139751958,-0.08483026495661891,0.01,-0.009106342478450201
626,DH5alpha,Bm3r1_b1,pSeva221,10,-0.025197166780571826,2.9507330537554406,0.5348179748485998,0.8793813516882982,0.3077365221425483,0.9830756116454232,0.5088641219198499,-0.06475225830427514,0.03,-0.0030170546236736946
627,DH5alpha,Bm3r1_b1,pSeva221,20,-0.05059103377120423,2.9976414184460727,0.5206144154421924,0.8608226794390307,0.3299417864752976,0.9836096397987452,0.4914606748109112,-0.10212433354510479,0.03,-0.014254193408101676
628,DH5alpha,Bm3r1_b1,pSeva221,30,0.004183143966107408,3.146397911973688,0.548333749974289,0.9103438027283616,0.3580068650416449,0.9763029925884162,0.5119896153291817,-0.08358505505336256,0.05,-0.008732239022440384
629,DH5alpha,Bm3r1_b1,pSeva221,40,-0.034396559106787176,3.1255192091262285,0.5323745715874892,0.8846553647526445,0.34702627059570806,0.9814933627188276,0.4992903713860512,-0.11503494493573015,0.04,-0.01803961570100906
630,DH5alpha,Bm3r1_b1,pSeva221,70,-0.012113140042325431,3.116926755093011,0.528268173850479,0.879952668258689,0.3650200570491932,0.9760231293667494,0.4918174876992154,-0.09484538582594663,0.04,-0.012098345215747059
631,DH5alpha,Bm3r1_b1,pSeva221,100,-0.056153709288400896,2.988712120414497,0.5305336860144263,0.9097419772681242,0.3232459726796546,0.9839982645546441,0.5020519744067122,-0.1031533226318443,0.02,-0.014557691076878291
632,DH5alpha,Bm3r1_b1,pSeva221,200,-0.091854006981602,2.8689347879512046,0.5071769647250665,0.8579682223965833,0.2942748259736043,0.9834149248247438,0.4847195954954248,-0.11438976604220105,0.01,-0.017851605564734436
633,DH5alpha,Bm3r1_b1,pSeva221,500,-0.05134581168397388,2.8498726516856,0.5164095240990066,0.8866273264086278,0.2851249682974207,0.9834489519105744,0.4949735458768993,-0.06969408300602882,0.02,-0.004527180585782593
634,DH5alpha,Bm3r1_b1,pSeva221,1000,-0.10344851522758958,2.7586617747058937,0.4942109873893673,0.8478587540472272,0.2429194724895836,0.9880227584120695,0.4794076176197423,-0.10617777978217928,0.01,-0.015447941068801738
635,DH5alpha,Bm3r1_b1,pSeva221,2000,-0.10315436879694548,2.935577494943532,0.4989943022383193,0.8705323060508283,0.2496042875644939,0.985834686133208,0.483200096071392,-0.1312242903985385,0.01,-0.022717824140404623
636,DH5alpha,Bm3r1_b2,pSeva221,1,0.0249171081863192,3.2360116194302946,0.5564298092404361,0.9155468814167568,0.3439775170705323,0.9735783543198656,0.5224752852036627,-0.07890463135476977,0.09,-0.00732190680406356
637,DH5alpha,Bm3r1_b2,pSeva221,5,-0.06869423710450143,3.139477628155201,0.5110444628448783,0.8897669282311639,0.33316077651143444,0.9814097879039512,0.4818485089683892,-0.14525300188618975,0.04,-0.02671087748439813
638,DH5alpha,Bm3r1_b2,pSeva221,10,-0.12998512516449154,3.1223711832200114,0.504445112218304,1.1139393112565623,0.3791895037439456,0.9484348029165004,0.4667726654615082,-0.19574936288009384,0.03,-0.040628932480441866
639,DH5alpha,Bm3r1_b2,pSeva221,20,-0.5415861810113243,2.031915242071992,0.3917615837946277,1.1057160273096251,0.4518439611905729,0.9726653031298946,0.3494893286399625,-0.4283264064322107,-0.05,-0.09639229457542631
640,DH5alpha,Bm3r1_b2,pSeva221,30,-0.4786974998542899,2.1329146607073595,0.3581012961531713,0.9004161969608889,0.14708482247052948,0.9939183695046964,0.35420654439142435,-0.4432209571029366,-0.08,-0.09954074865617198
641,DH5alpha,Bm3r1_b2,pSeva221,40,-0.414781254449934,2.641135544031811,0.3720143341745343,1.1515675521816138,0.30506231428030983,0.9704213365343426,0.3542813006355123,-0.4050985470456921,-0.07,-0.09138776718501064
642,DH5alpha,Bm3r1_b2,pSeva221,70,-0.5260528418141115,1.9395348686030915,0.3535556278900397,0.7653345404959063,0.13588010393786815,0.9947532653501044,0.35027650145650885,-0.47584496059584347,-0.09,-0.10627522659213752
643,DH5alpha,Bm3r1_b2,pSeva221,100,-0.31629288497254304,2.3709036025239962,0.4898496980582709,0.9193602266708796,0.3338564391794248,0.9813343023273744,0.4617440486907766,-0.2507456240693398,-0.03,-0.05500873063495737
644,DH5alpha,Bm3r1_b2,pSeva221,200,-1.4338544246855285,0.3779770168038452,0.61418271470325,0.9851900242926888,0.9014638892246736,0.9145593796671648,0.26585163712954224,-0.10677391243939353,0.06,-0.015623095486805502
645,DH5alpha,Bm3r1_b2,pSeva221,500,-0.1432786594944212,3.1745463690061086,0.5339075509665969,0.9372364515993614,0.21983356116453864,0.9765470483540156,0.5208467804398702,-0.19777401019108684,0.03,-0.04117245430669387
646,DH5alpha,Bm3r1_b2,pSeva221,1000,-0.10019147308859401,3.1072984564843376,0.5122226316000356,0.8842245376701178,0.23589477702505085,0.9821539226877436,0.4977669936046986,-0.15046717063046144,0.02,-0.02818078768141446
647,DH5alpha,Bm3r1_b2,pSeva221,2000,-0.1295716251426742,3.0526401803717014,0.5006487845603852,0.8715855665152,0.235267431932178,0.9837116495837648,0.4865959107206385,-0.1719047913421896,0.01,-0.03414430885023638
648,DH5alpha,Bm3r1_b3,pSeva221,1,1.068252440962978,2.8036332213458213,0.7167513218987628,0.7934870113558172,0.5319404858958026,0.9896920978743762,0.6069319333108335,1.0373821411079374,0.62,0.6128981563299635
649,DH5alpha,Bm3r1_b3,pSeva221,5,0.9424646923815744,3.0493437537052053,0.6680167603002174,0.7726900019733484,0.5063543777988729,0.9839501806147056,0.5760478775900115,0.8067777498532158,0.53,0.4229637155571459
650,DH5alpha,Bm3r1_b3,pSeva221,10,0.8563117414293896,2.9915421260460113,0.6366016546876051,0.7672506177017244,0.5224689492345244,0.9878604433881008,0.5428036923258892,0.7470019178998472,0.46,0.3804715072465563
651,DH5alpha,Bm3r1_b3,pSeva221,20,0.5965316949024899,3.000574769199067,0.5915381367889445,0.7551437806120912,0.5175594673626084,0.984049720226066,0.5061479735533332,0.4906388613918362,0.29,0.22447517101212772
652,DH5alpha,Bm3r1_b3,pSeva221,30,0.3182171390141275,2.9569946997281984,0.5423267452911043,0.7820298016043795,0.4698245121160725,0.9851164875307366,0.4787442686579119,0.24731683440142488,0.15,0.10917834538368808
